item_id,dirty_name,standard_name,category,unit_price,source_system
ITM0376,car park 1d,Underground Parking (per day),Service,113.83,PMS
ITM0377,sparkling water,Sparkling Water 500ml,Beverage,146.05,POS_Bar
ITM0378,french fries,French Fries,Food,133.6,PMS
ITM0379,draft beer,Local Beer Draft 500ml,Beverage,47.37,POS_Restaurant
ITM0380,local beer,Local Beer Draft 500ml,Beverage,38.02,PMS
ITM0381,LATTE,Latte,Beverage,68.55,POS_Spa
ITM0382,swedish mass. 60,Swedish Massage 60min,Spa,24.0,POS_Bar
ITM0383,dry cleaning,Dry Cleaning (per item),Service,124.75,POS_Restaurant
ITM0384,french fries,French Fries,Food,11.09,POS_Restaurant
ITM0385,coca-cola 330,Coca-Cola 330ml,Beverage,61.85,PMS
ITM0386,chips,French Fries,Food,146.39,PMS
ITM0387,club sandwich,Club Sandwich,Food,123.35,POS_Restaurant
ITM0388,LATTE,Latte,Beverage,86.5,POS_Restaurant
ITM0389,peps 500ml,Pepsi 500ml,Beverage,18.12,POS_Restaurant
ITM0390,dry cleaning,Dry Cleaning (per item),Service,137.56,Manual
ITM0391,single espresso,Espresso,Beverage,19.22,POS_Restaurant
ITM0392,Coca Cola Can,Coca-Cola 330ml,Beverage,142.99,POS_Restaurant
ITM0393,DT massage 60min,Deep Tissue Massage 60min,Spa,68.86,POS_Bar
ITM0394,Spagetti Bolognese,Spaghetti Bolognese,Food,52.44,POS_Bar
ITM0395,Caeser Salad,Caesar Salad,Food,45.46,Manual
ITM0396,laundry svc,Laundry Service (per item),Service,19.12,PMS
ITM0397,Dry Clean,Dry Cleaning (per item),Service,148.97,Manual
ITM0398,Coca Cola Can,Coca-Cola 330ml,Beverage,139.43,POS_Spa
ITM0399,Transfer Airport,Airport Transfer One Way,Service,115.72,POS_Restaurant
ITM0400,airport transfer,Airport Transfer One Way,Service,145.68,PMS
ITM0401,Sprit 330ml,Sprite 330ml,Beverage,76.33,POS_Spa
ITM0402,red wine,House Red Wine (Glass),Beverage,68.92,PMS
ITM0403,red wine,House Red Wine (Glass),Beverage,53.6,POS_Bar
ITM0404,MARGHERITA PIZZA,Margherita Pizza,Food,118.55,POS_Restaurant
ITM0405,fizzy water 500,Sparkling Water 500ml,Beverage,4.02,POS_Restaurant
ITM0406,vino rosso,House Red Wine (Glass),Beverage,22.0,POS_Restaurant
ITM0407,Ceasar Salad,Caesar Salad,Food,127.35,PMS
ITM0408,cappucc.,Cappuccino,Beverage,116.87,POS_Bar
ITM0409,Sprite can,Sprite 330ml,Beverage,122.05,POS_Bar
ITM0410,FF,French Fries,Food,95.47,POS_Restaurant
ITM0411,Beer draft,Local Beer Draft 500ml,Beverage,128.63,PMS
ITM0412,Deep Tissue,Deep Tissue Massage 60min,Spa,10.28,POS_Bar
ITM0413, SPRITE 330,Sprite 330ml,Beverage,135.85,POS_Bar
ITM0414,frech fries,French Fries,Food,33.77,POS_Spa
ITM0415,House White,House White Wine (Glass),Beverage,141.28,PMS
ITM0416,coca-cola  330,Coca-Cola 330ml,Beverage,146.65,Manual
ITM0417,sprite,Sprite 330ml,Beverage,85.74,POS_Restaurant
ITM0418,facial,Facial Treatment,Spa,98.58,POS_Restaurant
ITM0419,choc cake,Chocolate Cake,Food,32.17,Manual
ITM0420,Chocolate Cake,Chocolate Cake,Food,3.04,PMS
ITM0421,sprite 33cl,Sprite 330ml,Beverage,82.38,POS_Spa
ITM0422,soda water,Sparkling Water 500ml,Beverage,117.43,PMS
ITM0423,SPAGHETTI BOL ,Spaghetti Bolognese,Food,3.33,Manual
ITM0424,laundry,Laundry Service (per item),Service,55.88,POS_Restaurant
ITM0425,Schoko Kuchen,Chocolate Cake,Food,14.17,POS_Spa
ITM0426,Spagetti Bolognese,Spaghetti Bolognese,Food,129.57,Manual
ITM0427, spaghetti bolognaise,Spaghetti Bolognese,Food,33.25,POS_Spa
ITM0428,COCA-COLA,Coca-Cola 330ml,Beverage,28.09,POS_Bar
ITM0429,caesar sld,Caesar Salad,Food,77.72,PMS
ITM0430,cappuccino,Cappuccino,Beverage,148.65,POS_Restaurant
ITM0431,choc cake,Chocolate Cake,Food,112.66,POS_Bar
ITM0432,Schoko Kuchen,Chocolate Cake,Food,21.76,POS_Bar
ITM0433,spaghetti bolognaise,Spaghetti Bolognese,Food,89.96,POS_Restaurant
ITM0434,burger,Beef Burger,Food,90.52,POS_Spa
ITM0435,Caeser Salad,Caesar Salad,Food,35.27,Manual
ITM0436,deep tissue 60,Deep Tissue Massage 60min,Spa,74.83,POS_Restaurant
ITM0437,hse red wine,House Red Wine (Glass),Beverage,15.24,PMS
ITM0438,spaghetti bolognaise,Spaghetti Bolognese,Food,96.55,POS_Restaurant
ITM0439,SPRITE 330,Sprite 330ml,Beverage,14.8,POS_Restaurant
ITM0440,SWEDISH MASSAGE,Swedish Massage 60min,Spa,45.61,POS_Restaurant
ITM0441,local beer,Local Beer Draft 500ml,Beverage,90.76,POS_Spa
ITM0442,Water,Still Water 500ml,Beverage,109.59,POS_Bar
ITM0443,Club Sandw.,Club Sandwich,Food,128.72,Manual
ITM0444,pizza marg.,Margherita Pizza,Food,132.57,POS_Restaurant
ITM0445,coke can,Coca-Cola 330ml,Beverage,25.76,POS_Bar
ITM0446,laundry per piece,Laundry Service (per item),Service,74.42,PMS
ITM0447,face treatment,Facial Treatment,Spa,42.02,POS_Restaurant
ITM0448,chicken brst grilled,Grilled Chicken Breast,Food,145.38,POS_Bar
ITM0449, pepsi cola,Pepsi 500ml,Beverage,130.0,POS_Bar
ITM0450,water 500ml,Still Water 500ml,Beverage,60.58,POS_Spa
ITM0451,club sandwich,Club Sandwich,Food,15.86,POS_Restaurant
ITM0452,grld chicken,Grilled Chicken Breast,Food,71.91,POS_Restaurant
ITM0453, BEER,Local Beer Draft 500ml,Beverage,100.0,PMS
ITM0454,Sparkling 500ml,Sparkling Water 500ml,Beverage,46.28,POS_Bar
ITM0455,bier 500,Local Beer Draft 500ml,Beverage,95.13,POS_Bar
ITM0456,Srpite,Sprite 330ml,Beverage,93.99,POS_Restaurant
ITM0457,pepsi cola,Pepsi 500ml,Beverage,42.09,POS_Restaurant
ITM0458,spag bol,Spaghetti Bolognese,Food,60.65,POS_Restaurant
ITM0459,dry cleaning,Dry Cleaning (per item),Service,29.62,POS_Spa
ITM0460,capuccino,Cappuccino,Beverage,74.39,PMS
ITM0461,RED WINE,House Red Wine (Glass),Beverage,91.45,POS_Bar
ITM0462,Srpite,Sprite 330ml,Beverage,10.99,PMS
ITM0463,DEEP TISSUE MASSAGE,Deep Tissue Massage 60min,Spa,54.38,Manual
ITM0464,chicken brst grilled,Grilled Chicken Breast,Food,83.08,Manual
ITM0465,caesar sld,Caesar Salad,Food,132.87,PMS
ITM0466,cafe espresso,Espresso,Beverage,46.13,PMS
ITM0467,FF,French Fries,Food,5.66,POS_Bar
ITM0468,lndry service,Laundry Service (per item),Service,134.46,POS_Bar
ITM0469,Facial Treatment,Facial Treatment,Spa,35.32,POS_Restaurant
ITM0470,lndry service,Laundry Service (per item),Service,97.16,POS_Restaurant
ITM0471,fresh OJ,Fresh Orange Juice,Beverage,96.51,POS_Restaurant
ITM0472,Deep Tissue,Deep Tissue Massage 60min,Spa,128.74,PMS
ITM0473,OJ,Fresh Orange Juice,Beverage,29.18,POS_Restaurant
ITM0474,BEER,Local Beer Draft 500ml,Beverage,40.21,POS_Restaurant
ITM0475,aqua 500,Still Water 500ml,Beverage,33.08,Manual
ITM0476,choc cake,Chocolate Cake,Food,138.94,POS_Restaurant
ITM0477,beef brgr,Beef Burger,Food,130.16,POS_Bar
ITM0478,OJ,Fresh Orange Juice,Beverage,132.78,POS_Restaurant
ITM0479,massage swedish 60,Swedish Massage 60min,Spa,30.77,PMS
ITM0480,Chocolate Cake,Chocolate Cake,Food,130.03,POS_Bar
ITM0481,caffe latte,Latte,Beverage,10.39,PMS
ITM0482,French Fries,French Fries,Food,57.32,PMS
ITM0483,Parking 1 day,Underground Parking (per day),Service,75.37,POS_Restaurant
ITM0484,FRIES,French Fries,Food,62.05,POS_Bar
ITM0485,frsh orange juice,Fresh Orange Juice,Beverage,27.04,POS_Restaurant
ITM0486,red wine,House Red Wine (Glass),Beverage,122.14,POS_Restaurant
ITM0487,CAPPUCCINO,Cappuccino,Beverage,122.2,PMS
ITM0488,facial,Facial Treatment,Spa,7.77,POS_Restaurant
ITM0489,fizzy water 500,Sparkling Water 500ml,Beverage,105.51,POS_Restaurant
ITM0490,Facial Treatment,Facial Treatment,Spa,61.84,POS_Spa
ITM0491,Evian 500ml,Still Water 500ml,Beverage,19.78,POS_Restaurant
ITM0492,wine red,House Red Wine (Glass),Beverage,92.89,POS_Restaurant
ITM0493,margherita,Margherita Pizza,Food,28.4,POS_Bar
ITM0494,cafe espresso ,Espresso,Beverage,37.73,POS_Restaurant
ITM0495,cafe cappuccino,Cappuccino,Beverage,66.64,POS_Restaurant
ITM0496,SPAGHETTI BOL,Spaghetti Bolognese,Food,92.02,POS_Spa
ITM0497, chicken brst grilled,Grilled Chicken Breast,Food,86.54,Manual
ITM0498,SWEDISH MASSAGE,Swedish Massage 60min,Spa,119.6,POS_Restaurant
ITM0499,dry cleaning 1pc,Dry Cleaning (per item),Service,124.21,POS_Bar
ITM0500, car park 1d,Underground Parking (per day),Service,118.96,PMS
ITM0501,FACIAL,Facial Treatment,Spa,68.23,POS_Restaurant
ITM0502,pommes frites,French Fries,Food,92.25,POS_Restaurant
ITM0503,Beer draft ,Local Beer Draft 500ml,Beverage,85.12,Manual
ITM0504, Srpite,Sprite 330ml,Beverage,55.89,POS_Restaurant
ITM0505,Pepsi 50cl,Pepsi 500ml,Beverage,63.36,PMS
ITM0506,Sparkling 500ml,Sparkling Water 500ml,Beverage,60.76,PMS
ITM0507,FACIAL,Facial Treatment,Spa,47.01,PMS
ITM0508,facial treatmnt,Facial Treatment,Spa,44.81,PMS
ITM0509,club sandwhich,Club Sandwich,Food,143.33,Manual
ITM0510,House Red,House Red Wine (Glass),Beverage,50.57,POS_Bar
ITM0511,House White,House White Wine (Glass),Beverage,102.63,Manual
ITM0512,grld chicken,Grilled Chicken Breast,Food,60.35,PMS
ITM0513,Coka Cola,Coca-Cola 330ml,Beverage,124.8,POS_Spa
ITM0514,spaghetti bolognaise,Spaghetti Bolognese,Food,60.02,POS_Restaurant
ITM0515,CAPPUCCINO,Cappuccino,Beverage,43.52,PMS
ITM0516,club sandwich,Club Sandwich,Food,57.41,PMS
ITM0517,pizza marg.,Margherita Pizza,Food,51.97,POS_Spa
ITM0518,vino bianco,House White Wine (Glass),Beverage,28.27,POS_Bar
ITM0519,underground parking ,Underground Parking (per day),Service,34.91,PMS
ITM0520,Swdsh Massage 1hr,Swedish Massage 60min,Spa,41.08,PMS
ITM0521,WATER 500,Still Water 500ml,Beverage,9.84,POS_Restaurant
ITM0522,capuccino,Cappuccino,Beverage,91.9,POS_Restaurant
ITM0523,AIRPORT TRANSFER,Airport Transfer One Way,Service,116.2,POS_Restaurant
ITM0524,chocolate ck,Chocolate Cake,Food,67.93,POS_Bar
ITM0525,Sparkling 500ml,Sparkling Water 500ml,Beverage,131.33,POS_Spa
ITM0526, WHITE WINE,House White Wine (Glass),Beverage,72.01,PMS
ITM0527,MARGHERITA PIZZA,Margherita Pizza,Food,100.69,PMS
ITM0528,dry cleaning 1pc,Dry Cleaning (per item),Service,41.09,Manual
ITM0529,Dry Clean,Dry Cleaning (per item),Service,130.0,POS_Bar
ITM0530,SPRITE 330,Sprite 330ml,Beverage,26.49,POS_Bar
ITM0531, Srpite,Sprite 330ml,Beverage,59.24,POS_Bar
ITM0532,Coca Cola 33cl,Coca-Cola 330ml,Beverage,138.4,POS_Spa
ITM0533,soda water,Sparkling Water 500ml,Beverage,71.43,POS_Bar
ITM0534,facial treatmnt,Facial Treatment,Spa,83.9,POS_Bar
ITM0535,wash  +  iron,Laundry Service (per item),Service,39.58,POS_Restaurant
ITM0536,caesar  salad,Caesar Salad,Food,99.5,PMS
ITM0537,Facial Treatment,Facial Treatment,Spa,5.33,POS_Restaurant
ITM0538,DEEP TISSUE MASSAGE,Deep Tissue Massage 60min,Spa,76.53,POS_Bar
ITM0539,sprite 33cl,Sprite 330ml,Beverage,107.23,POS_Restaurant
ITM0540,car park 1d,Underground Parking (per day),Service,29.0,PMS
ITM0541,Cafe Latte,Latte,Beverage,4.64,POS_Restaurant
ITM0542,caesar sld ,Caesar Salad,Food,143.91,POS_Spa
ITM0543,glass of red wine,House Red Wine (Glass),Beverage,114.37,POS_Bar
ITM0544,Srpite,Sprite 330ml,Beverage,96.41,POS_Restaurant
ITM0545,ESPRESSO,Espresso,Beverage,20.98,POS_Restaurant
ITM0546,lndry service,Laundry Service (per item),Service,66.27,POS_Restaurant
ITM0547,cafe latte,Latte,Beverage,35.46,POS_Bar
ITM0548,dry cleaning,Dry Cleaning (per item),Service,127.45,POS_Bar
ITM0549,glass of red wine,House Red Wine (Glass),Beverage,18.4,PMS
ITM0550,prkg daily,Underground Parking (per day),Service,97.27,POS_Spa
ITM0551,hse red wine,House Red Wine (Glass),Beverage,22.99,POS_Restaurant
ITM0552,transfer to airport ,Airport Transfer One Way,Service,19.71,POS_Bar
ITM0553,cafe cappuccino,Cappuccino,Beverage,90.21,POS_Restaurant
ITM0554,wash + iron,Laundry Service (per item),Service,31.79,PMS
ITM0555,Swdsh Massage 1hr,Swedish Massage 60min,Spa,97.79,POS_Restaurant
ITM0556,Spag. Bolognese,Spaghetti Bolognese,Food,74.67,PMS
ITM0557,facial treatmnt,Facial Treatment,Spa,44.58,POS_Restaurant
ITM0558,wine red,House Red Wine (Glass),Beverage,25.56,POS_Spa
ITM0559,Sparkling 500ml,Sparkling Water 500ml,Beverage,52.55,POS_Restaurant
ITM0560,water 500ml,Still Water 500ml,Beverage,73.45,Manual
ITM0561,Beer draft,Local Beer Draft 500ml,Beverage,62.11,POS_Restaurant
ITM0562,Chocolate Cake,Chocolate Cake,Food,54.81,PMS
ITM0563,airprt transfer 1way,Airport Transfer One Way,Service,99.71,POS_Bar
ITM0564,GRILLED CHICKEN,Grilled Chicken Breast,Food,43.99,POS_Bar
ITM0565,dry cleaning 1pc,Dry Cleaning (per item),Service,75.07,POS_Spa
ITM0566,Parking p/day,Underground Parking (per day),Service,40.17,POS_Restaurant
ITM0567,CHOC CAKE,Chocolate Cake,Food,93.56,Manual
ITM0568,pommes frites,French Fries,Food,7.09,PMS
ITM0569,massage swedish 60,Swedish Massage 60min,Spa,64.05,POS_Restaurant
ITM0570,skin  facial,Facial Treatment,Spa,69.03,POS_Spa
ITM0571,parking,Underground Parking (per day),Service,49.63,POS_Restaurant
ITM0572,beer 500ml,Local Beer Draft 500ml,Beverage,91.93,POS_Bar
ITM0573,vino rosso,House Red Wine (Glass),Beverage,25.39,POS_Bar
ITM0574,dry cln,Dry Cleaning (per item),Service,62.08,PMS
ITM0575, laundry,Laundry Service (per item),Service,8.56,PMS
ITM0576, Sprite can,Sprite 330ml,Beverage,140.35,POS_Bar
ITM0577,glass of red wine,House Red Wine (Glass),Beverage,138.76,POS_Restaurant
ITM0578,fries,French Fries,Food,34.45,POS_Bar
ITM0579,fresh OJ,Fresh Orange Juice,Beverage,21.03,POS_Restaurant
ITM0580,1x espresso,Espresso,Beverage,38.7,Manual
ITM0581,Sprit 330ml,Sprite 330ml,Beverage,59.3,POS_Restaurant
ITM0582, choco cake,Chocolate Cake,Food,149.72,POS_Bar
ITM0583,parking,Underground Parking (per day),Service,21.64,PMS
ITM0584,face treatment,Facial Treatment,Spa,41.5,POS_Spa
ITM0585,chips,French Fries,Food,133.59,POS_Restaurant
ITM0586,CAESAR SALAD,Caesar Salad,Food,139.38,POS_Bar
ITM0587,choco cake,Chocolate Cake,Food,74.66,POS_Bar
ITM0588,laundry svc ,Laundry Service (per item),Service,125.42,POS_Bar
ITM0589,laundry,Laundry Service (per item),Service,121.94,POS_Bar
ITM0590,sprite,Sprite 330ml,Beverage,111.97,PMS
ITM0591,Coke 330ml,Coca-Cola 330ml,Beverage,118.5,PMS
ITM0592,CLUB SANDWICH,Club Sandwich,Food,77.37,PMS
ITM0593,skin facial,Facial Treatment,Spa,68.62,POS_Spa
ITM0594,choc cake,Chocolate Cake,Food,101.17,Manual
ITM0595,Club  Sandw.,Club Sandwich,Food,66.91,Manual
ITM0596,caffe latte,Latte,Beverage,25.61,PMS
ITM0597,SPRITE  330,Sprite 330ml,Beverage,72.12,POS_Bar
ITM0598,cesar salad,Caesar Salad,Food,43.06,POS_Spa
ITM0599,sprite 33cl,Sprite 330ml,Beverage,142.57,POS_Restaurant
ITM0600,Club Sandw. ,Club Sandwich,Food,55.53,POS_Bar
ITM0601,Chocolate Cake,Chocolate Cake,Food,5.5,PMS
ITM0602,House White,House White Wine (Glass),Beverage,28.94,PMS
ITM0603,AIRPORT TRANSFER,Airport Transfer One Way,Service,127.57,POS_Restaurant
ITM0604,Water,Still Water 500ml,Beverage,10.22,POS_Bar
ITM0605,club sandwich,Club Sandwich,Food,141.17,POS_Restaurant
ITM0606,laundry svc,Laundry Service (per item),Service,37.36,Manual
ITM0607,dry cleaning 1pc ,Dry Cleaning (per item),Service,149.65,POS_Restaurant
ITM0608,Margherita Pzza,Margherita Pizza,Food,133.68,POS_Bar
ITM0609,Margarita Pizza,Margherita Pizza,Food,94.59,POS_Restaurant
ITM0610,aqua 500,Still Water 500ml,Beverage,15.34,POS_Restaurant
ITM0611,cafe cappuccino,Cappuccino,Beverage,2.16,POS_Restaurant
ITM0612,caesar sld,Caesar Salad,Food,103.92,POS_Restaurant
ITM0613,cafe  espresso,Espresso,Beverage,131.89,POS_Restaurant
ITM0614,wine white,House White Wine (Glass),Beverage,18.92,POS_Spa
ITM0615,laundry,Laundry Service (per item),Service,95.2,Manual
ITM0616,Lattee,Latte,Beverage,125.76,POS_Restaurant
ITM0617,capuccino,Cappuccino,Beverage,131.79,PMS
ITM0618,SPRITE 330,Sprite 330ml,Beverage,15.24,PMS
ITM0619,hamburger,Beef Burger,Food,86.54,POS_Restaurant
ITM0620,club sandwhich,Club Sandwich,Food,51.55,POS_Bar
ITM0621,beer 500ml,Local Beer Draft 500ml,Beverage,109.3,PMS
ITM0622,margherita,Margherita Pizza,Food,116.89,POS_Restaurant
ITM0623, wine white,House White Wine (Glass),Beverage,9.16,POS_Spa
ITM0624,WATER 500,Still Water 500ml,Beverage,82.96,PMS
ITM0625,PARKING,Underground Parking (per day),Service,118.4,POS_Restaurant
ITM0626,Coke 330ml,Coca-Cola 330ml,Beverage,18.15,Manual
ITM0627,AIRPORT TRANSFER,Airport Transfer One Way,Service,98.52,POS_Spa
ITM0628,San Pellegrino 500ml,Still Water 500ml,Beverage,30.17,POS_Bar
ITM0629,House White,House White Wine (Glass),Beverage,83.45,POS_Bar
ITM0630,airprt transfer 1way,Airport Transfer One Way,Service,56.17,Manual
ITM0631, DEEP TISSUE MASSAGE,Deep Tissue Massage 60min,Spa,87.64,POS_Restaurant
ITM0632,caesar sld,Caesar Salad,Food,142.12,PMS
ITM0633,glass of red wine,House Red Wine (Glass),Beverage,12.52,POS_Spa
ITM0634,CC can,Coca-Cola 330ml,Beverage,116.79,POS_Bar
ITM0635,DRY CLEANING,Dry Cleaning (per item),Service,100.45,POS_Restaurant
ITM0636,Margherita Pzza,Margherita Pizza,Food,34.08,POS_Bar
ITM0637,glass of red wine,House Red Wine (Glass),Beverage,47.24,PMS
ITM0638,cafe cappuccino,Cappuccino,Beverage,76.58,POS_Restaurant
ITM0639,DEEP TISSUE MASSAGE,Deep Tissue Massage 60min,Spa,25.65,Manual
ITM0640,PARKING,Underground Parking (per day),Service,4.0,POS_Restaurant
ITM0641,Srpite,Sprite 330ml,Beverage,93.53,POS_Restaurant
ITM0642,CAESAR SALAD,Caesar Salad,Food,111.65,POS_Restaurant
ITM0643,Coke 330ml,Coca-Cola 330ml,Beverage,54.48,POS_Restaurant
ITM0644,beer 500ml,Local Beer Draft 500ml,Beverage,116.41,PMS
ITM0645,Chicken Breast,Grilled Chicken Breast,Food,2.77,POS_Bar
ITM0646,dry cln,Dry Cleaning (per item),Service,79.0,POS_Restaurant
ITM0647,deep tissue mass.,Deep Tissue Massage 60min,Spa,33.28,POS_Spa
ITM0648,PARKING,Underground Parking (per day),Service,11.45,POS_Restaurant
ITM0649,fresh OJ,Fresh Orange Juice,Beverage,101.86,POS_Restaurant
ITM0650,Orange J.,Fresh Orange Juice,Beverage,28.2,POS_Bar
ITM0651,grld chicken,Grilled Chicken Breast,Food,112.09,POS_Restaurant
ITM0652,swedish mass. 60,Swedish Massage 60min,Spa,34.86,POS_Restaurant
ITM0653, Lattee,Latte,Beverage,46.24,PMS
ITM0654,skin facial,Facial Treatment,Spa,37.04,POS_Bar
ITM0655,LATTE,Latte,Beverage,21.64,POS_Spa
ITM0656,clb sandwich,Club Sandwich,Food,56.29,PMS
ITM0657,DEEP TISSUE MASSAGE,Deep Tissue Massage 60min,Spa,82.53,POS_Bar
ITM0658,Deep Tissue,Deep Tissue Massage 60min,Spa,82.42,Manual
ITM0659,AIRPORT TRANSFER,Airport Transfer One Way,Service,81.9,POS_Bar
ITM0660,fizzy water 500,Sparkling Water 500ml,Beverage,27.7,POS_Restaurant
ITM0661,beef hamburger,Beef Burger,Food,38.66,PMS
ITM0662,Facial Treatment ,Facial Treatment,Spa,118.12,POS_Restaurant
ITM0663,LAUNDRY,Laundry Service (per item),Service,141.32,Manual
ITM0664,FF,French Fries,Food,40.63,POS_Restaurant
ITM0665,Caeser Salad,Caesar Salad,Food,133.96,POS_Spa
ITM0666, Dry Clean,Dry Cleaning (per item),Service,11.54,PMS
ITM0667,FACIAL,Facial Treatment,Spa,61.07,POS_Restaurant
ITM0668,Cafe Latte,Latte,Beverage,55.7,POS_Bar
ITM0669,red wine,House Red Wine (Glass),Beverage,107.56,POS_Restaurant
ITM0670,FACIAL,Facial Treatment,Spa,101.1,PMS
ITM0671,Caeser Salad,Caesar Salad,Food,72.89,PMS
ITM0672,cafe latte,Latte,Beverage,55.62,Manual
ITM0673,bier 500,Local Beer Draft 500ml,Beverage,63.19,POS_Bar
ITM0674,local beer,Local Beer Draft 500ml,Beverage,24.91,POS_Spa
ITM0675,WATER 500,Still Water 500ml,Beverage,117.17,Manual
ITM0676,parking ,Underground Parking (per day),Service,40.4,POS_Bar
ITM0677,Srpite ,Sprite 330ml,Beverage,121.27,PMS
ITM0678,Sprit 330ml,Sprite 330ml,Beverage,88.15,POS_Bar
ITM0679,laundry svc,Laundry Service (per item),Service,30.94,POS_Bar
ITM0680,esprso,Espresso,Beverage,138.65,POS_Restaurant
ITM0681,water 500ml,Still Water 500ml,Beverage,94.29,POS_Spa
ITM0682,cafe cappuccino,Cappuccino,Beverage,122.63,POS_Bar
ITM0683,DRY CLEANING,Dry Cleaning (per item),Service,75.23,PMS
ITM0684,coca cola,Coca-Cola 330ml,Beverage,123.82,Manual
ITM0685, draught beer,Local Beer Draft 500ml,Beverage,48.89,POS_Spa
ITM0686,laundry,Laundry Service (per item),Service,5.98,Manual
ITM0687,spag bol,Spaghetti Bolognese,Food,112.54,POS_Spa
ITM0688,airport transfer,Airport Transfer One Way,Service,26.96,POS_Spa
ITM0689,SPAGHETTI BOL,Spaghetti Bolognese,Food,26.37,POS_Restaurant
ITM0690,soda water,Sparkling Water 500ml,Beverage,49.29,POS_Restaurant
ITM0691,WATER 500,Still Water 500ml,Beverage,111.21,POS_Restaurant
ITM0692,spag bol,Spaghetti Bolognese,Food,67.74,PMS
ITM0693,Lattee,Latte,Beverage,80.04,POS_Bar
ITM0694,latte,Latte,Beverage,9.62,POS_Bar
ITM0695, WHITE WINE,House White Wine (Glass),Beverage,14.77,PMS
ITM0696,Sparkling 500ml,Sparkling Water 500ml,Beverage,114.37,POS_Bar
ITM0697,drft beer,Local Beer Draft 500ml,Beverage,103.49,POS_Restaurant
ITM0698,white wine,House White Wine (Glass),Beverage,116.32,POS_Bar
ITM0699,facial,Facial Treatment,Spa,44.56,PMS
ITM0700,Pepsi 50cl,Pepsi 500ml,Beverage,29.98,POS_Restaurant
ITM0701,glass of white wine,House White Wine (Glass),Beverage,125.54,POS_Restaurant
ITM0702,Coke 330ml,Coca-Cola 330ml,Beverage,90.19,PMS
ITM0703,Swdsh Massage 1hr,Swedish Massage 60min,Spa,82.23,POS_Restaurant
ITM0704,sparkling water,Sparkling Water 500ml,Beverage,132.45,POS_Restaurant
ITM0705,Swedish 60min,Swedish Massage 60min,Spa,139.35,PMS
ITM0706,chocolate ck,Chocolate Cake,Food,89.92,Manual
ITM0707,SPARKLING,Sparkling Water 500ml,Beverage,126.25,PMS
ITM0708,massage swedish 60,Swedish Massage 60min,Spa,114.41,POS_Restaurant
ITM0709,red wine,House Red Wine (Glass),Beverage,72.95,POS_Bar
ITM0710,still water,Still Water 500ml,Beverage,139.33,PMS
ITM0711,Swdsh Massage 1hr,Swedish Massage 60min,Spa,79.1,POS_Restaurant
ITM0712,parking,Underground Parking (per day),Service,145.19,PMS
ITM0713,transfer to airport,Airport Transfer One Way,Service,69.49,POS_Restaurant
ITM0714,Lattee ,Latte,Beverage,125.84,POS_Bar
ITM0715,glass of red wine,House Red Wine (Glass),Beverage,89.14,POS_Restaurant
ITM0716,beer 500ml,Local Beer Draft 500ml,Beverage,19.8,POS_Spa
ITM0717,wash + iron,Laundry Service (per item),Service,147.51,PMS
ITM0718,draft beer,Local Beer Draft 500ml,Beverage,61.1,POS_Bar
ITM0719,grld chicken,Grilled Chicken Breast,Food,43.65,POS_Spa
ITM0720,massage swedish 60,Swedish Massage 60min,Spa,3.5,POS_Spa
ITM0721,MARGHERITA PIZZA,Margherita Pizza,Food,78.41,POS_Restaurant
ITM0722,SPAGHETTI BOL,Spaghetti Bolognese,Food,58.14,PMS
ITM0723,PEPSI,Pepsi 500ml,Beverage,29.35,POS_Restaurant
ITM0724,CC can,Coca-Cola 330ml,Beverage,34.01,Manual
ITM0725,CC can,Coca-Cola 330ml,Beverage,79.14,POS_Bar
ITM0726,red wine,House Red Wine (Glass),Beverage,39.95,POS_Restaurant
ITM0727,CHOC CAKE,Chocolate Cake,Food,52.83,PMS
ITM0728,choc cake,Chocolate Cake,Food,50.09,PMS
ITM0729,Orng juice,Fresh Orange Juice,Beverage,111.98,POS_Restaurant
ITM0730, glass of red wine,House Red Wine (Glass),Beverage,149.21,POS_Restaurant
ITM0731,facial,Facial Treatment,Spa,28.89,POS_Restaurant
ITM0732,cap.,Cappuccino,Beverage,42.52,POS_Restaurant
ITM0733,choco cake,Chocolate Cake,Food,25.05,PMS
ITM0734,cap. ,Cappuccino,Beverage,26.96,PMS
ITM0735,caffe latte,Latte,Beverage,75.88,POS_Restaurant
ITM0736,Club SW,Club Sandwich,Food,80.97,Manual
ITM0737, mineral water,Still Water 500ml,Beverage,86.77,Manual
ITM0738,caesar salad,Caesar Salad,Food,49.01,PMS
ITM0739,prkg daily,Underground Parking (per day),Service,39.84,PMS
ITM0740,OJ,Fresh Orange Juice,Beverage,33.95,POS_Bar
ITM0741,Coke 330ml,Coca-Cola 330ml,Beverage,65.69,Manual
ITM0742,wine white,House White Wine (Glass),Beverage,136.69,POS_Restaurant
ITM0743,FACIAL,Facial Treatment,Spa,9.25,POS_Restaurant
ITM0744,caffe latte,Latte,Beverage,95.43,POS_Spa
ITM0745,laundry svc,Laundry Service (per item),Service,122.88,POS_Spa
ITM0746, sparkling water,Sparkling Water 500ml,Beverage,100.96,POS_Bar
ITM0747, Diet Coke 330ml,Coca-Cola 330ml,Beverage,47.05,Manual
ITM0748,FACIAL,Facial Treatment,Spa,140.36,POS_Spa
ITM0749,caesar sld,Caesar Salad,Food,148.11,POS_Bar
