invoice_id,date,description,amount,currency,room_number,category_true
INV00717,2024-01-09,Caesar salad + sparkling water,116.25,EUR,423,Food & Beverage - Restaurant
INV00718,2025-07-04,Minibar consumption Room 496,41.01,EUR,355,Food & Beverage - Minibar
INV00719,2025-07-01,Limo service to airport,42.36,EUR,350,Transportation
INV00720,2025-02-02,Conference room rental - 90h,576.83,EUR,267,Events & Meetings
INV00721,2025-07-07,Room service order #340: burger + fries + coke,35.27,EUR,274,Food & Beverage - Room Service
INV00722,2024-04-17,Wedding package deposit,758.14,USD,246,Events & Meetings
INV00723,2024-05-18,Turndown service + extra towels,24.09,EUR,104,Laundry & Housekeeping
INV00724,2024-05-26,2x espresso + 1 croissant,119.33,GBP,216,Food & Beverage - Restaurant
INV00725,2025-12-19,Hot stone massage - 90 min session,51.63,EUR,435,Spa & Wellness
INV00726,2024-06-26,Kids meal: chicken nuggets + juice,26.34,USD,395,Food & Beverage - Restaurant
INV00727,2024-01-16,Caesar salad + sparkling water,29.55,EUR,351,Food & Beverage - Restaurant
INV00728,2025-11-06,Hot stone massage - 45 min session,92.6,GBP,111,Spa & Wellness
INV00729,2024-08-25,Dinner: grilled salmon with vegetables,46.07,EUR,516,Food & Beverage - Restaurant
INV00730,2024-10-02,Meeting room: half day + coffee break,151.7,EUR,341,Events & Meetings
INV00731,2025-08-26,Dinner: grilled salmon with vegetables,50.44,EUR,463,Food & Beverage - Restaurant
INV00732,2024-10-16,Burger deluxe + onion rings + wine,40.43,GBP,465,Food & Beverage - Restaurant
INV00733,2025-12-02,RS #184: continetnal breakfast,26.33,EUR,469,Food & Beverage - Room Service
INV00734,2024-08-31,Cirb rental - 5 nights,179.36,USD,375,Room Charges
INV00735,2024-05-26,Sushi platter 12 pcs,90.02,EUR,329,Food & Beverage - Restaurant
INV00736,2025-07-17,Pizza Margherita + juice,34.81,USD,243,Food & Beverage - Restaurant
INV00737,2025-08-20,Breakfast buffet - 6 guests,15.51,USD,166,Food & Beverage - Restaurant
INV00738,2025-09-01,RS: 2x club sandwich delivered to 487,33.73,EUR,205,Food & Beverage - Room Service
INV00739,2024-06-29,Minibar 364: whisky miniature + mixer,31.29,USD,439,Food & Beverage - Minibar
INV00740,2025-11-04,Limo service to airport,186.82,USD,295,Transportation
INV00741,2025-05-07,Projector + screen rental,1275.26,EUR,338,Events & Meetings
INV00742,2024-02-16,meeting room: half day + coffee break,1590.99,EUR,129,Events & Meetings
INV00743,2024-06-01,Wedding package deposit,1689.34,EUR,496,Events & Meetings
INV00744,2025-04-24,Valet parking - 5n ights,167.35,EUR,367,Transportation
INV00745,2024-01-12,Parking 7 days - underground,153.23,USD,104,Transportation
INV00746,2025-09-28,Facial treatment - anti aging premium,210.37,EUR,198,Spa & Wellness
INV00747,2025-10-20,Late checkout fee - Rm 353,127.52,EUR,143,Room Charges
INV00748,2025-12-04,Rollaway bed - 4 nights,121.86,EUR,314,Room Charges
INV00749,2024-07-09,Kids meal: chicken nuggets + juice,113.4,USD,407,Food & Beverage - Restaurant
INV00750,2024-03-06,Steak medium rare with mashde potatoes,105.35,USD,306,Food & Beverage - Restaurant
INV00751,2024-01-21,Bicycle rental 3 hours,105.59,GBP,490,Transportation
INV00752,2025-02-11,Early check-in surcharge,93.78,EUR,297,Room Charges
INV00753,2025-10-19,Valet parking - 7 nights,69.58,EUR,510,Transportation
INV00754,2024-03-25,Steak medium rare with mashed potatoes,110.47,USD,306,Food & Beverage - Restaurant
INV00755,2025-07-04,Dinner: grilled salmon with vegetables,98.99,EUR,174,Food & Beverage - Restaurant
INV00756,2024-10-06,Event space: cocktail reception 5 guests,857.65,EUR,193,Events & Meetings
INV00757,2025-05-21,Pasta carbonara + garli cbread,44.22,EUR,504,Food & Beverage - Restaurant
INV00758,2025-08-13,Facial treatment - anti aging premium,343.11,USD,211,Spa & Wellness
INV00759,2024-11-10,Caesar salad + sparkling water,112.09,EUR,250,Food & Beverage - Restaurant
INV00760,2024-12-11,room service order #343: burger + fries + coke,45.51,EUR,340,Food & Beverage - Room Service
INV00761,2025-08-05,Thai green curry iwth jasmine rice,47.88,EUR,353,Food & Beverage - Restaurant
INV00762,2024-07-28,Flipchart + markers + whiteboard,1983.94,USD,376,Events & Meetings
INV00763,2024-01-03,Room 106: breakfast in bed - full english,63.46,GBP,266,Food & Beverage - Room Service
INV00764,2024-09-19,Taxi arrangement to city center,178.89,USD,339,Transportation
INV00765,2024-10-28,Crib rental - 1 nights,132.16,EUR,131,Room Charges
INV00766,2024-01-16,Car rental arrangement - 7 days,235.92,GBP,142,Transportation
INV00767,2024-10-23,Minibar 155: whisky miniature + mixer,56.43,EUR,492,Food & Beverage - Minibar
INV00768,2025-09-22,Ironing service - 1 pieces,25.27,USD,228,Laundry & Housekeeping
INV00769,2025-05-07,AV equipment rental full day,796.44,USD,275,Events & Meetings
INV00770,2025-08-29,Thai green curry with jasmine rice,102.91,USD,380,Food & Beverage - Restaurant
INV00771,2024-12-29,Minibar restock + consumption Rm444,35.87,EUR,238,Food & Beverage - Minibar
INV00772,2024-07-18,Yoga class - private session 120min,303.77,EUR,322,Spa & Wellness
INV00773,2025-08-08,Limo service to airport,197.34,EUR,106,Transportation
INV00774,2025-02-22,room upgrade: standard to deluxe,83.19,USD,304,Room Charges
INV00775,2025-07-11,Minibar restock + consumption Rm184,32.75,EUR,472,Food & Beverage - Minibar
INV00776,2025-12-17,Couples spa package: massage + facial,345.11,USD,494,Spa & Wellness
INV00777,2024-01-22,Pizza Margherita + coffee,37.13,EUR,438,Food & Beverage - Restaurant
INV00778,2025-07-01,Flipchart + markers + whiteboard,1331.89,USD,405,Events & Meetings
INV00779,2025-11-20,Business center: printing 4 pages + scanning,1555.38,EUR,372,Events & Meetings
INV00780,2024-08-20,RS: 2x club sandw delivered to 240,58.01,GBP,231,Food & Beverage - Room Service
INV00781,2024-06-30,Parking 1 days - underground,60.28,EUR,186,Transportation
INV00782,2025-12-20,Yoga class - privates ession 90min,278.99,USD,411,Spa & Wellness
INV00783,2024-04-05,Crib rental - 5 inghts,149.15,EUR,267,Room Charges
INV00784,2025-12-14,CONFERENCE ROOM RENTAL - 60H,413.95,EUR,141,Events & Meetings
INV00785,2024-11-29,Dinner: grilled salmon with vegetables,30.85,GBP,278,Food & Beverage - Restaurant
INV00786,2024-12-16,Mini bar: 2 soft drinks + snacks,17.04,EUR,145,Food & Beverage - Minibar
INV00787,2025-03-19,Room service: omelette  +sprite - Room 444,88.67,EUR,438,Food & Beverage - Room Service
INV00788,2024-02-12,Business center: printing 1 pages + scanning,791.86,EUR,331,Events & Meetings
INV00789,2025-11-10,airport transfer - one way,78.79,USD,278,Transportation
INV00790,2024-03-15,Event space: cocktail reception 1 guests,1557.52,EUR,335,Events & Meetings
INV00791,2024-12-31,Car rental arrangement - 7 days,122.55,GBP,268,Transportation
INV00792,2024-12-28,AV equipment rental full day,1981.2,EUR,369,Events & Meetings
INV00793,2025-08-09,"Laundry: 5x shirts, 3x pants",57.12,USD,293,Laundry & Housekeeping
INV00794,2024-05-05,Mini bar: 1 soft drniks + snacks,21.64,EUR,347,Food & Beverage - Minibar
INV00795,2025-02-20,Kids meal: chicken nuggets + juice,83.59,GBP,328,Food & Beverage - Restaurant
INV00796,2025-03-12,Projector + screen rental,355.22,EUR,281,Events & Meetings
INV00797,2025-03-13,Sushi platter 12 pcs,107.36,EUR,155,Food & Beverage - Restaurant
INV00798,2024-11-24,Room 440: breakfast in bed - full english,49.0,USD,396,Food & Beverage - Room Service
INV00799,2024-08-18,TAXI ARRANGEMENT TO CITY CENTER,26.74,EUR,148,Transportation
INV00800,2025-03-02,Conferencer oom rental - 45h,816.43,USD,339,Events & Meetings
INV00801,2025-06-04,Extra bed added to Room 479,161.99,USD,418,Room Charges
INV00802,2025-10-05,Rollaway bed - 1 nights,94.59,USD,105,Room Charges
INV00803,2025-01-10,Cheese platter + glass of wine,89.04,GBP,169,Food & Beverage - Restaurant
INV00804,2025-10-04,Crib rental - 5 nights,137.18,USD,409,Room Charges
INV00805,2025-08-18,Kids meal: chicken nuggets + juice,89.89,USD,516,Food & Beverage - Restaurant
INV00806,2025-03-22,Kids meal: chicken nuggets + juice,51.84,GBP,128,Food & Beverage - Restaurant
INV00807,2025-02-21,Bicycle rental 4 hours,38.48,USD,103,Transportation
INV00808,2024-05-15,Housekeeping extra cleaning request,45.91,EUR,207,Laundry & Housekeeping
INV00809,2025-01-12,Kids meal: chicken nuggets + juice,42.0,EUR,305,Food & Beverage - Restaurant
INV00810,2025-12-13,Minibar 130: whisky miniature + mixer,14.63,USD,264,Food & Beverage - Minibar
INV00811,2024-11-13,Aromatherapy session 45min,146.67,EUR,321,Spa & Wellness
INV00812,2024-02-13,Room safe deposit box,140.14,GBP,321,Room Charges
INV00813,2024-12-18,RS: 2x club sandwich delivered to 463,31.73,USD,233,Food & Beverage - Room Service
INV00814,2024-07-26,Valet parking - 2 nights,206.39,EUR,406,Transportation
INV00815,2024-11-03,Event space: cocktail reception 4 guests,1670.35,EUR,222,Events & Meetings
INV00816,2024-03-16,ROOM DAMAGE CHARGE - BROKEN LAMP,128.92,USD,136,Room Charges
INV00817,2025-05-23,Club sandwich + french fries + tea,58.65,USD,308,Food & Beverage - Restaurant
INV00818,2025-04-20,Late checkout fee - Room 486,47.29,EUR,374,Room Charges
INV00819,2025-07-28,Couples spa package: massage + facial,194.52,USD,445,Spa & Wellness
INV00820,2024-01-02,RS: 2x club sandwich delviered to 351,19.19,EUR,357,Food & Beverage - Room Service
INV00821,2025-11-10,RS: 2x club sandwich delivered to 348,55.52,GBP,249,Food & Beverage - Room Service
INV00822,2025-09-30,Deep tissue massage 60 min,283.52,EUR,401,Spa & Wellness
INV00823,2025-11-25,Express laundry same day - 2 items,57.75,EUR,492,Laundry & Housekeeping
INV00824,2025-07-02,Pizza Margherita + coffee,66.82,USD,254,Food & Beverage - Restaurant
INV00825,2024-01-26,Pizza Margherita + tea,87.34,GBP,136,Food & Beverage - Restaurant
INV00826,2025-02-11,Spa day pass - pool + sauna + hammam,215.53,USD,258,Spa & Wellness
INV00827,2025-12-18,Room damage charge - broken lamp,147.87,USD,215,Room Charges
INV00828,2024-09-25,AV equipment rental full day,1636.21,EUR,345,Events & Meetings
INV00829,2025-11-11,Room safe depsoit box,24.34,EUR,132,Room Charges
INV00830,2025-04-22,Burger deluxe + onion rings + coke,51.97,USD,414,Food & Beverage - Restaurant
INV00831,2024-01-03,Event space: cocktail reception 2 guests,1584.03,EUR,278,Events & Meetings
INV00832,2025-03-09,Early check-in surcharge,184.24,EUR,233,Room Charges
INV00833,2024-04-17,Room upgrade: Standard to Deluxe,192.19,EUR,285,Room Charges
INV00834,2024-06-08,Thai green curry with jasmine rice,54.35,EUR,410,Food & Beverage - Restaurant
INV00835,2024-11-07,Turndown service + extra towels,56.34,EUR,228,Laundry & Housekeeping
INV00836,2025-03-26,Yoga class - private session 60min,145.96,EUR,384,Spa & Wellness
INV00837,2025-07-05,Spa treatment - Swedish massage 120min,120.06,USD,500,Spa & Wellness
INV00838,2024-09-02,Facial treatment - anti aging premium,138.03,USD,365,Spa & Wellness
INV00839,2024-08-20,Business center: printing 5 pages + scanning,978.28,USD,385,Events & Meetings
INV00840,2024-07-25,Taxi arrangement to city center,176.13,EUR,473,Transportation
INV00841,2024-02-02,Yoga class - private session 120min,187.08,USD,448,Spa & Wellness
INV00842,2024-07-27,Steak medium rare with mashed potatoes,73.08,EUR,124,Food & Beverage - Restaurant
INV00843,2024-12-04,Minibar restock + consumption Rm200,34.33,USD,403,Food & Beverage - Minibar
INV00844,2024-06-16,Manicure + pedicure combo,73.67,EUR,240,Spa & Wellness
INV00845,2024-06-05,Sushi platter 12 pcs,14.55,EUR,487,Food & Beverage - Restaurant
INV00846,2025-11-06,Turndown service + extra towels,73.42,EUR,432,Laundry & Housekeeping
INV00847,2025-08-14,Valet parking - 1 nights,117.48,EUR,398,Transportation
INV00848,2025-03-16,Room safe deposit box,133.08,GBP,183,Room Charges
INV00849,2024-01-27,Taxi arrangement to city center,128.65,USD,145,Transportation
INV00850,2025-02-12,Hot stone massage - 30 min session,157.99,GBP,356,Spa & Wellness
INV00851,2025-12-22,Conference room rental - 120h,1380.65,EUR,308,Events & Meetings
INV00852,2024-06-29,sushi platter 12 pcs,23.52,EUR,153,Food & Beverage - Restaurant
INV00853,2024-09-25,FACIAL TREATMENT - ANTI AGING PREMIUM,53.56,USD,468,Spa & Wellness
INV00854,2024-03-20,Limo service to airport,54.82,USD,203,Transportation
INV00855,2025-06-08,Rooms ervice: salad + beer - Room 231,37.79,EUR,346,Food & Beverage - Room Service
INV00856,2025-07-05,Yoga class - private session 120min,78.53,GBP,299,Spa & Wellness
INV00857,2024-02-09,Turndown service + extra towels,75.93,EUR,339,Laundry & Housekeeping
INV00858,2025-12-26,Fish and chips + coleslaw,13.04,USD,305,Food & Beverage - Restaurant
INV00859,2024-10-16,Cheese platter + glass of wine,79.69,USD,442,Food & Beverage - Restaurant
INV00860,2025-11-27,Taxi arrangement to city center,34.28,EUR,227,Transportation
INV00861,2025-07-26,Spa treatment - Swedish massage 90min,295.67,EUR,181,Spa & Wellness
INV00862,2024-11-23,Meeting room: ahlf day + coffee break,572.97,GBP,398,Events & Meetings
INV00863,2025-01-10,Club sandwihc + french fries + tea,99.26,USD,482,Food & Beverage - Restaurant
INV00864,2024-11-21,2x espresso + 1 croissant,27.6,USD,487,Food & Beverage - Restaurant
INV00865,2024-04-28,Laundry service - 6 items express,38.97,EUR,160,Laundry & Housekeeping
INV00866,2025-05-23,Room damage charge - broken lamp,133.11,EUR,142,Room Charges
INV00867,2025-11-12,Rollawa ybed - 7 nights,106.34,GBP,493,Room Charges
INV00868,2025-07-15,Thai green curry with jasmine rice,44.91,USD,233,Food & Beverage - Restaurant
INV00869,2024-11-22,"MINIBAR: 2X BEER, 3X WINE, CHIPS",10.01,USD,379,Food & Beverage - Minibar
INV00870,2025-04-11,Yoga class - private session 45min,177.38,EUR,321,Spa & Wellness
INV00871,2025-08-08,Crib rental - 4 nights,123.2,USD,216,Room Charges
INV00872,2024-06-04,Fish and chips + coleslaw,70.1,EUR,115,Food & Beverage - Restaurant
INV00873,2025-09-14,Projector + screen rental,1691.99,EUR,455,Events & Meetings
INV00874,2025-10-09,room 252 - late night snack + minibar,24.89,USD,486,Food & Beverage - Room Service
INV00875,2024-06-27,Room service: pizza + wine - Room 490,75.08,USD,275,Food & Beverage - Room Service
INV00876,2025-04-22,Pasta carbonara + garlic bread,23.7,USD,380,Food & Beverage - Restaurant
INV00877,2024-04-07,Event space: cocktail reception 5 guests,736.8,USD,117,Events & Meetings
INV00878,2024-04-18,Pizza Margherita + tea,99.29,EUR,503,Food & Beverage - Restaurant
INV00879,2024-12-18,Projector + screen rental,975.12,GBP,189,Events & Meetings
INV00880,2024-08-05,Dinner: grilled salmon with vegetables,116.08,USD,360,Food & Beverage - Restaurant
INV00881,2024-10-21,Manicure + pedicure combo,270.44,USD,488,Spa & Wellness
INV00882,2025-12-08,Pasta carbonara + garlic bread,107.53,EUR,248,Food & Beverage - Restaurant
INV00883,2025-08-31,Kids meal: chicken nuggets + juice,102.64,GBP,331,Food & Beverage - Restaurant
INV00884,2025-04-24,Minibar 158: whisky miniature + mixer,50.84,EUR,352,Food & Beverage - Minibar
INV00885,2025-06-10,Minibar consumption Room 234,31.09,EUR,394,Food & Beverage - Minibar
INV00886,2024-06-21,Burger deluxe + onion rings + wine,46.8,EUR,500,Food & Beverage - Restaurant
INV00887,2024-08-19,Car rental arrangement - 3 days,243.45,EUR,515,Transportation
INV00888,2025-09-19,Extra bed added to Room 285,93.56,EUR,300,Room Charges
INV00889,2024-05-19,Cheese platter + glass of wine,111.43,EUR,243,Food & Beverage - Restaurant
INV00890,2024-12-24,Burger deluxe + onion rings + juice,112.14,EUR,349,Food & Beverage - Restaurant
INV00891,2024-08-25,Rollaway bed - 6 nights,29.03,EUR,412,Room Charges
INV00892,2025-12-06,Room service: salad + coke - Room 262,93.46,GBP,517,Food & Beverage - Room Service
INV00893,2024-12-16,Caesar salad + sparkling water,81.61,EUR,315,Food & Beverage - Restaurant
INV00894,2025-11-17,Caesar salad + sparkling water,89.78,USD,286,Food & Beverage - Restaurant
INV00895,2025-09-26,Burger deluxe + onion rings + juice,91.86,USD,221,Food & Beverage - Restaurant
INV00896,2024-12-30,Pasta carbonara + garilc bread,26.31,GBP,291,Food & Beverage - Restaurant
INV00897,2024-12-13,Pizza Margherita + beer,35.92,EUR,125,Food & Beverage - Restaurant
INV00898,2024-04-12,Car rental arrangement - 3 days,135.3,USD,125,Transportation
INV00899,2024-02-14,Cheese platter + glass of wine,51.77,EUR,373,Food & Beverage - Restaurant
INV00900,2024-03-06,RS: 2x club sandwich delivered to 140,51.12,EUR,400,Food & Beverage - Room Service
INV00901,2024-03-31,Parking 4 days - underground,30.03,EUR,274,Transportation
INV00902,2025-08-10,Facial treatment - anti aging premium,120.72,EUR,152,Spa & Wellness
INV00903,2025-06-12,Limo service to airport,244.82,EUR,482,Transportation
INV00904,2025-08-22,ROOM 381 - LATE NIGHT SNACK + MINIBAR,50.49,USD,432,Food & Beverage - Room Service
INV00905,2024-07-15,Caesar salad + sparkling water,44.35,USD,139,Food & Beverage - Restaurant
INV00906,2025-12-10,Breakfast buffet - 1 guests,114.83,EUR,503,Food & Beverage - Restaurant
INV00907,2024-06-12,Couples spa package: massage + facial,126.8,GBP,184,Spa & Wellness
INV00908,2025-04-06,Cheese platter + glass of wine,37.0,EUR,185,Food & Beverage - Restaurant
INV00909,2024-01-29,"Laundry: 6x shirts, 3x pants",23.46,USD,403,Laundry & Housekeeping
INV00910,2025-03-08,"Minibar: 4x beer, 1x wine, chips",50.53,EUR,455,Food & Beverage - Minibar
INV00911,2024-05-21,MANICURE + PEDICURE COMBO,229.35,USD,322,Spa & Wellness
INV00912,2025-03-27,Bicycle rental 4 hours,41.32,EUR,378,Transportation
INV00913,2024-06-12,Room upgrade: Standard to Deluxe,178.37,EUR,370,Room Charges
INV00914,2024-11-21,room service: burger + wine - room 457,51.86,USD,455,Food & Beverage - Room Service
INV00915,2025-09-17,Room service order #289: burger + fries + coke,69.51,USD,267,Food & Beverage - Room Service
INV00916,2024-11-15,Aromatherapy session 45min,138.56,EUR,355,Spa & Wellness
INV00917,2025-01-05,Bicycle rental 7 hours,48.58,EUR,282,Transportation
INV00918,2024-05-12,2x espresso + 1 croissant,49.5,EUR,490,Food & Beverage - Restaurant
INV00919,2024-03-23,RS #405: continental breakfast,26.63,EUR,194,Food & Beverage - Room Service
INV00920,2025-09-09,Room upgrade: Standard to Deluxe,175.11,EUR,395,Room Charges
INV00921,2025-05-22,Airport shuttle round trip,34.24,GBP,367,Transportation
INV00922,2024-07-27,Pasta carbonara + garlic bread,71.81,EUR,320,Food & Beverage - Restaurant
INV00923,2025-10-15,Airport shuttle round trip,30.99,USD,258,Transportation
INV00924,2024-08-11,Projector + screen rental,175.04,EUR,179,Events & Meetings
INV00925,2025-09-02,Rollaway bed - 5 nights,79.93,GBP,217,Room Charges
INV00926,2024-11-02,Limo service to airport,66.87,EUR,424,Transportation
INV00927,2024-09-13,"MB 146: 2 water, 1 coke, peanuts",40.37,EUR,433,Food & Beverage - Minibar
INV00928,2025-10-26,Couplse spa package: massage + facial,45.6,USD,289,Spa & Wellness
INV00929,2024-04-11,Kids meal: chicken nuggets + jiuce,15.19,EUR,283,Food & Beverage - Restaurant
INV00930,2024-07-21,burger deluxe + onion rings + sprite,99.32,USD,357,Food & Beverage - Restaurant
INV00931,2024-11-20,Mini bar: 7 soft drinks + snacks,16.02,EUR,361,Food & Beverage - Minibar
INV00932,2025-06-11,Facial treatment - anti aging premium,106.58,EUR,269,Spa & Wellness
INV00933,2025-03-22,Valet parking - 4 nights,53.76,USD,355,Transportation
INV00934,2024-09-30,Deep tissue massage 60 minutes,208.85,USD,237,Spa & Wellness
INV00935,2025-11-22,AV equipment rental full day,1936.49,USD,274,Events & Meetings
INV00936,2025-02-23,Turndown service + extra towels,74.57,EUR,215,Laundry & Housekeeping
INV00937,2024-04-25,Caesar sala d+ sparkling water,48.64,EUR,125,Food & Beverage - Restaurant
INV00938,2025-01-19,Minibar 133: whisky miniature + mixer,63.92,USD,268,Food & Beverage - Minibar
INV00939,2025-04-30,Airport shuttle round trip,17.22,EUR,487,Transportation
INV00940,2025-12-10,Sushi platter 12 pcs,103.01,EUR,104,Food & Beverage - Restaurant
INV00941,2025-06-12,Facial treatment - anit aging premium,312.36,EUR,302,Spa & Wellness
INV00942,2024-09-14,Minibar restock + consumption Rm133,54.54,USD,187,Food & Beverage - Minibar
INV00943,2024-04-11,Deep tissue massage 30 minutes,129.31,GBP,404,Spa & Wellness
INV00944,2024-04-08,Dinner: grilled salmon with vegetables,46.6,USD,112,Food & Beverage - Restaurant
INV00945,2024-09-25,Ironing service - 3 pieces,41.61,USD,351,Laundry & Housekeeping
INV00946,2024-03-21,Wedding package deposit,265.78,EUR,281,Events & Meetings
INV00947,2024-01-01,Projector + screen rental,1390.41,GBP,470,Events & Meetings
INV00948,2025-07-21,Business center: printing 7 pages + scanning,396.37,USD,203,Events & Meetings
INV00949,2025-11-20,Fish and chips + coleslaw,102.61,EUR,197,Food & Beverage - Restaurant
INV00950,2024-11-23,Pasta carbonara + garlic bread,71.95,EUR,502,Food & Beverage - Restaurant
INV00951,2024-03-06,Limo service to airport,58.41,GBP,340,Transportation
INV00952,2024-04-05,Spa day pass - pool + sauna + hammam,308.48,EUR,449,Spa & Wellness
INV00953,2024-10-24,Sushi platter 12 pcs,113.76,EUR,229,Food & Beverage - Restaurant
INV00954,2025-05-17,Limo service to airport,72.69,USD,325,Transportation
INV00955,2024-08-09,mini bar: 1 soft drinks + snacks,43.36,EUR,324,Food & Beverage - Minibar
INV00956,2024-01-30,Meeting room: half day + coffee break,989.12,EUR,338,Events & Meetings
INV00957,2024-02-13,Spa day pass - pool + sauna + hammam,227.88,USD,148,Spa & Wellness
INV00958,2025-01-15,projector + screen rental,1888.94,EUR,408,Events & Meetings
INV00959,2024-03-01,Minibar restock + consumption Rm274,50.85,EUR,282,Food & Beverage - Minibar
INV00960,2025-12-28,Caesar salad + sparkling water,53.4,EUR,180,Food & Beverage - Restaurant
INV00961,2025-10-03,Couples spa package: massage + facial,245.42,GBP,452,Spa & Wellness
INV00962,2025-06-21,Taxi arrangement to city center,244.37,EUR,503,Transportation
INV00963,2024-07-04,Room service order #142: burger + fries + coke,38.64,USD,378,Food & Beverage - Room Service
INV00964,2025-01-09,Hot stone massage - 120 min session,224.69,EUR,170,Spa & Wellness
INV00965,2024-12-02,Caeasr salad + sparkling water,42.42,EUR,398,Food & Beverage - Restaurant
INV00966,2024-02-06,Late checkout fee - Room 459,78.22,USD,280,Room Charges
INV00967,2025-06-30,Parking 3 days - underground,163.88,EUR,150,Transportation
INV00968,2024-01-13,Laundry service - 5 items express,35.95,EUR,480,Laundry & Housekeeping
INV00969,2024-04-29,room 459: breakfast in bed - full english,56.35,GBP,313,Food & Beverage - Room Service
INV00970,2024-02-23,Spa day pass - pool + sauna + hammam,91.97,GBP,204,Spa & Wellness
INV00971,2025-11-11,Burger deluxe + onion rings + coffee,41.08,EUR,404,Food & Beverage - Restaurant
INV00972,2024-08-31,Fish and chips + coleslaw,16.13,EUR,336,Food & Beverage - Restaurant
INV00973,2024-04-06,Airport shuttle round trip,221.13,EUR,243,Transportation
INV00974,2024-10-22,Laundry service - 7 items express,48.13,EUR,255,Laundry & Housekeeping
INV00975,2025-08-25,Room service: omelette + tea - Room 255,61.98,USD,286,Food & Beverage - Room Service
INV00976,2024-04-01,Taxi arrangement to city center,237.61,EUR,322,Transportation
INV00977,2024-06-01,Yoga class - private session 45min,311.31,EUR,457,Spa & Wellness
INV00978,2025-03-20,Minibar consumption Room 283,55.28,EUR,469,Food & Beverage - Minibar
INV00979,2024-10-05,Room 466 - late night snack + minibar,35.46,EUR,379,Food & Beverage - Room Service
INV00980,2024-10-29,Room upgrade: Standard to Deluxe,59.45,EUR,457,Room Charges
INV00981,2025-05-09,Wedding package deposit,1549.41,USD,302,Events & Meetings
INV00982,2024-07-20,Airport transfer - one way,235.93,USD,500,Transportation
INV00983,2025-10-22,Fish and chips + coleslaw,63.97,GBP,495,Food & Beverage - Restaurant
INV00984,2024-05-17,room 283: breakfast in bed - full english,58.97,EUR,114,Food & Beverage - Room Service
INV00985,2025-08-25,Airport shuttle round trip,13.99,EUR,507,Transportation
INV00986,2024-05-14,Conference room rental - 30h,463.84,EUR,244,Events & Meetings
INV00987,2024-02-13,Dry cleaning: 3 suits,48.42,USD,410,Laundry & Housekeeping
INV00988,2025-10-24,Express laundry same day - 7 items,73.13,GBP,112,Laundry & Housekeeping
INV00989,2024-07-25,Manicure + pedicure combo,237.82,EUR,160,Spa & Wellness
INV00990,2025-09-29,Pasta carbonara + garlic bread,58.21,USD,371,Food & Beverage - Restaurant
INV00991,2025-05-27,"MB: 7x juice, chocolate bar",36.0,EUR,424,Food & Beverage - Minibar
INV00992,2025-10-14,Room service: burger + beer - Room 464,25.67,EUR,120,Food & Beverage - Room Service
INV00993,2024-06-21,Express laundry same day - 2 items,36.05,GBP,184,Laundry & Housekeeping
INV00994,2025-12-30,Mini bar: 3 soft drinks + snacks,59.06,USD,311,Food & Beverage - Minibar
INV00995,2025-04-08,Breakfast buffet - 3 guests,37.47,EUR,154,Food & Beverage - Restaurant
INV00996,2024-11-11,SUSHI PLATTER 12 PCS,57.34,USD,455,Food & Beverage - Restaurant
INV00997,2025-03-04,caesar salad + sparkling water,16.92,USD,234,Food & Beverage - Restaurant
INV00998,2024-05-08,Extra bed added to Room 181,75.67,EUR,441,Room Charges
INV00999,2024-04-10,sushi platter 12 pcs,105.92,GBP,349,Food & Beverage - Restaurant
INV01000,2025-12-10,spa treatment - swedish massage 60min,161.28,EUR,358,Spa & Wellness
INV01001,2024-05-16,Room 373 - late night snack + minibar,56.03,USD,374,Food & Beverage - Room Service
INV01002,2024-02-17,Room 456 - late night snack + minibar,64.93,USD,118,Food & Beverage - Room Service
INV01003,2024-09-11,"Minibar: 2x beer, 1x wine, chips",57.84,USD,238,Food & Beverage - Minibar
INV01004,2025-12-11,Thai green curry with jasmine rice,67.2,EUR,388,Food & Beverage - Restaurant
INV01005,2024-04-22,Pizza Margherita + coffee,117.92,EUR,402,Food & Beverage - Restaurant
INV01006,2024-07-27,Burger deluxe + onion rings + beer,26.74,USD,137,Food & Beverage - Restaurant
INV01007,2024-07-10,pasta carbonara + garlic bread,65.15,EUR,496,Food & Beverage - Restaurant
INV01008,2025-09-24,Crib rental - 4 nights,181.26,EUR,121,Room Charges
INV01009,2024-09-26,Airport transfer - one way,89.23,USD,332,Transportation
INV01010,2024-12-31,Room damage charge - broken lamp,91.76,EUR,405,Room Charges
INV01011,2025-07-20,Caesar salad + sparkling water,111.93,EUR,445,Food & Beverage - Restaurant
INV01012,2025-03-26,Extra bed added to Room 235,131.8,EUR,109,Room Charges
INV01013,2025-11-16,Breakfast buffet - 6 guests,96.91,EUR,224,Food & Beverage - Restaurant
INV01014,2025-11-05,"MB: 1x juice, chocolate bar",28.94,EUR,109,Food & Beverage - Minibar
INV01015,2025-01-13,Breakfast buffet - 7 guests,78.61,EUR,212,Food & Beverage - Restaurant
INV01016,2025-03-14,Business center: printing 5 pages + scanning,311.2,USD,248,Events & Meetings
INV01017,2025-11-01,Room upgrade: Standard to Deluxe,154.42,GBP,506,Room Charges
INV01018,2025-06-09,Parking 4 days - underground,33.33,EUR,311,Transportation
INV01019,2025-06-14,Room 410: breakfast in bed - full english,19.21,USD,204,Food & Beverage - Room Service
