transaction_id,customer_id,transaction_date,nights,room_type,daily_rate,total_revenue,hotel_type,booking_channel,meal_plan,extra_spend
T005499,C00385,2025-11-03,2,Standard,850.63,1701.25,Resort Hotel,Travel Agent,HB,19.4
T005500,C00385,2026-01-04,5,Superior,682.67,3413.35,Resort Hotel,Corporate,HB,33.35
T005501,C00386,2024-02-09,2,Suite,849.61,1699.22,Resort Hotel,OTA,FB,84.6
T005502,C00386,2024-03-21,3,Deluxe,457.5,1372.5,City Hotel,Travel Agent,FB,0.0
T005503,C00386,2024-04-20,4,Deluxe,354.94,1419.75,Resort Hotel,OTA,BB,0.0
T005504,C00386,2024-07-30,4,Superior,236.1,944.41,City Hotel,OTA,HB,51.22
T005505,C00386,2024-08-21,1,Superior,576.49,576.49,Resort Hotel,Direct,BB,5.35
T005506,C00386,2024-09-20,4,Deluxe,465.18,1860.7,City Hotel,OTA,BB,1.06
T005507,C00386,2024-10-03,2,Superior,504.94,1009.88,City Hotel,OTA,HB,5.72
T005508,C00386,2024-10-10,1,Standard,324.97,324.97,City Hotel,OTA,BB,27.1
T005509,C00386,2024-11-04,2,Deluxe,252.02,504.05,City Hotel,OTA,RO,101.83
T005510,C00386,2024-11-25,1,Standard,277.04,277.04,Resort Hotel,Corporate,HB,42.34
T005511,C00386,2024-12-19,3,Superior,432.93,1298.79,City Hotel,OTA,RO,109.62
T005512,C00386,2025-01-29,2,Superior,297.73,595.46,City Hotel,Direct,HB,30.43
T005513,C00386,2025-02-20,3,Deluxe,603.81,1811.44,City Hotel,OTA,RO,6.92
T005514,C00386,2025-04-22,2,Suite,898.89,1797.79,Resort Hotel,Corporate,RO,47.9
T005515,C00386,2025-07-13,3,Superior,374.91,1124.74,City Hotel,OTA,FB,84.67
T005516,C00386,2025-08-03,3,Standard,307.43,922.29,Resort Hotel,OTA,BB,25.43
T005517,C00386,2025-10-23,4,Superior,439.85,1759.39,City Hotel,Corporate,RO,28.93
T005518,C00386,2026-01-01,4,Superior,524.15,2096.62,Resort Hotel,Direct,BB,81.72
T005519,C00387,2024-02-25,3,Standard,272.21,816.63,Resort Hotel,OTA,HB,26.67
T005520,C00387,2024-04-16,2,Deluxe,306.52,613.04,Resort Hotel,OTA,RO,1.69
T005521,C00387,2024-07-04,3,Superior,308.08,924.24,City Hotel,Travel Agent,BB,79.79
T005522,C00387,2024-08-15,3,Superior,229.15,687.44,Resort Hotel,Direct,HB,0.0
T005523,C00387,2024-10-23,3,Standard,229.59,688.76,Resort Hotel,OTA,BB,62.73
T005524,C00387,2024-11-17,2,Superior,166.44,332.88,City Hotel,Direct,RO,139.65
T005525,C00387,2025-01-07,5,Deluxe,342.58,1712.9,Resort Hotel,Direct,HB,0.0
T005526,C00387,2025-01-18,1,Superior,303.17,303.17,City Hotel,Direct,HB,0.0
T005527,C00387,2025-02-16,14,Presidential,394.03,5516.44,City Hotel,Direct,HB,25.54
T005528,C00387,2025-02-27,3,Deluxe,322.67,968.02,City Hotel,OTA,HB,88.1
T005529,C00387,2025-03-10,3,Superior,185.89,557.66,City Hotel,OTA,BB,62.75
T005530,C00387,2025-04-11,1,Suite,422.75,422.75,Resort Hotel,Travel Agent,FB,96.97
T005531,C00387,2025-04-23,2,Standard,277.64,555.29,City Hotel,Travel Agent,BB,60.69
T005532,C00387,2025-04-24,2,Superior,319.9,639.8,City Hotel,Corporate,HB,21.41
T005533,C00387,2025-06-20,3,Deluxe,403.35,1210.05,Resort Hotel,Direct,RO,25.12
T005534,C00387,2025-07-12,5,Deluxe,229.18,1145.92,City Hotel,Corporate,FB,60.8
T005535,C00387,2025-10-14,3,Standard,184.12,552.36,Resort Hotel,Travel Agent,BB,83.3
T005536,C00387,2025-11-07,2,Superior,347.56,695.13,City Hotel,OTA,BB,53.48
T005537,C00387,2026-01-03,3,Standard,189.67,569.01,City Hotel,Travel Agent,FB,104.26
T005538,C00387,2026-01-03,4,Suite,543.11,2172.44,City Hotel,Direct,FB,69.55
T005539,C00388,2024-04-15,2,Superior,902.05,1804.09,Resort Hotel,OTA,BB,77.97
T005540,C00388,2024-05-06,2,Standard,369.9,739.79,Resort Hotel,OTA,FB,138.72
T005541,C00388,2024-08-16,7,Suite,1067.52,7472.62,City Hotel,OTA,FB,94.4
T005542,C00388,2024-09-06,4,Suite,557.12,2228.49,City Hotel,Direct,BB,0.0
T005543,C00388,2024-12-09,2,Deluxe,600.33,1200.66,City Hotel,OTA,BB,0.0
T005544,C00388,2024-12-16,5,Presidential,2384.91,11924.57,Resort Hotel,Direct,HB,89.28
T005545,C00388,2025-01-18,5,Standard,386.35,1931.74,Resort Hotel,Travel Agent,HB,58.26
T005546,C00388,2025-04-10,5,Standard,446.78,2233.92,City Hotel,OTA,BB,118.68
T005547,C00388,2025-05-20,1,Superior,335.58,335.58,City Hotel,OTA,HB,25.49
T005548,C00388,2025-10-24,3,Deluxe,547.18,1641.54,City Hotel,Corporate,BB,25.0
T005549,C00388,2025-11-28,10,Deluxe,272.45,2724.46,City Hotel,OTA,HB,0.0
T005550,C00388,2025-12-20,7,Standard,459.13,3213.9,City Hotel,Corporate,HB,122.94
T005551,C00388,2026-02-09,3,Deluxe,726.09,2178.26,Resort Hotel,OTA,BB,59.51
T005552,C00389,2024-01-02,3,Standard,525.88,1577.65,City Hotel,Direct,BB,97.73
T005553,C00389,2024-02-05,3,Standard,906.13,2718.38,City Hotel,Direct,BB,28.05
T005554,C00389,2024-03-07,2,Standard,253.33,506.66,City Hotel,Travel Agent,FB,76.94
T005555,C00389,2024-03-12,5,Superior,921.38,4606.91,Resort Hotel,Travel Agent,BB,19.12
T005556,C00389,2024-04-11,3,Standard,631.82,1895.46,City Hotel,OTA,HB,84.54
T005557,C00389,2024-05-11,4,Standard,747.52,2990.07,City Hotel,Direct,RO,13.57
T005558,C00389,2024-05-16,4,Superior,1128.78,4515.11,Resort Hotel,Corporate,BB,71.06
T005559,C00389,2024-07-23,2,Standard,847.62,1695.23,City Hotel,OTA,HB,76.35
T005560,C00389,2024-09-18,2,Standard,559.26,1118.53,Resort Hotel,Travel Agent,HB,35.41
T005561,C00389,2024-10-14,2,Deluxe,1069.34,2138.69,City Hotel,OTA,HB,0.0
T005562,C00389,2024-11-08,1,Superior,604.57,604.57,City Hotel,Corporate,RO,0.0
T005563,C00389,2025-05-14,7,Standard,802.87,5620.09,City Hotel,Direct,RO,0.0
T005564,C00389,2025-10-09,1,Standard,644.59,644.59,City Hotel,Direct,FB,21.9
T005565,C00389,2025-10-23,1,Standard,727.29,727.29,City Hotel,OTA,BB,37.9
T005566,C00390,2024-04-24,5,Suite,444.88,2224.39,Resort Hotel,OTA,HB,63.17
T005567,C00390,2024-06-03,7,Standard,330.77,2315.4,City Hotel,OTA,HB,68.08
T005568,C00390,2024-06-06,1,Suite,512.6,512.6,City Hotel,Direct,BB,79.89
T005569,C00390,2024-08-16,4,Superior,220.61,882.45,City Hotel,OTA,BB,35.96
T005570,C00390,2024-08-27,10,Standard,292.73,2927.29,Resort Hotel,Direct,BB,49.84
T005571,C00390,2024-09-19,5,Standard,333.65,1668.25,City Hotel,Direct,RO,21.85
T005572,C00390,2024-11-09,2,Presidential,846.77,1693.54,City Hotel,Direct,HB,93.12
T005573,C00390,2025-02-07,1,Standard,152.39,152.39,City Hotel,Corporate,BB,7.33
T005574,C00390,2025-05-21,2,Deluxe,351.81,703.61,Resort Hotel,Direct,HB,81.66
T005575,C00390,2025-07-31,7,Standard,210.41,1472.87,City Hotel,OTA,HB,47.49
T005576,C00390,2025-08-17,2,Suite,807.41,1614.82,Resort Hotel,Corporate,FB,83.35
T005577,C00390,2025-09-01,5,Standard,196.78,983.91,City Hotel,Corporate,HB,90.86
T005578,C00390,2025-10-19,1,Superior,187.5,187.5,City Hotel,Corporate,HB,0.0
T005579,C00390,2025-10-30,3,Deluxe,348.69,1046.06,City Hotel,Travel Agent,RO,59.81
T005580,C00391,2024-03-23,2,Standard,600.81,1201.63,Resort Hotel,Corporate,BB,15.39
T005581,C00391,2024-04-02,3,Deluxe,1540.66,4621.99,Resort Hotel,Corporate,HB,0.0
T005582,C00391,2024-04-11,1,Superior,1364.8,1364.8,City Hotel,OTA,HB,125.4
T005583,C00391,2024-04-21,3,Deluxe,1095.34,3286.03,City Hotel,Corporate,RO,25.21
T005584,C00391,2024-07-25,3,Standard,605.75,1817.24,Resort Hotel,Corporate,HB,106.17
T005585,C00391,2024-09-15,7,Deluxe,1273.15,8912.06,Resort Hotel,Travel Agent,BB,57.04
T005586,C00391,2024-11-29,7,Deluxe,1206.85,8447.98,Resort Hotel,Direct,RO,104.96
T005587,C00391,2025-01-03,1,Superior,1172.63,1172.63,Resort Hotel,Corporate,BB,19.93
T005588,C00391,2025-04-24,3,Suite,1416.51,4249.53,Resort Hotel,Direct,BB,71.35
T005589,C00391,2025-07-27,5,Standard,326.32,1631.59,City Hotel,OTA,HB,0.0
T005590,C00391,2025-08-12,4,Standard,664.91,2659.62,Resort Hotel,OTA,FB,24.13
T005591,C00391,2025-08-15,1,Deluxe,1500.22,1500.22,City Hotel,Corporate,BB,65.25
T005592,C00391,2025-08-27,3,Deluxe,971.83,2915.49,Resort Hotel,Direct,HB,157.02
T005593,C00391,2025-09-11,1,Standard,826.16,826.16,Resort Hotel,Corporate,HB,0.0
T005594,C00391,2025-09-15,3,Standard,1112.68,3338.03,Resort Hotel,OTA,BB,115.59
T005595,C00391,2025-09-20,3,Standard,757.77,2273.32,Resort Hotel,OTA,FB,76.5
T005596,C00391,2025-09-23,10,Standard,959.6,9595.97,Resort Hotel,Direct,FB,92.67
T005597,C00391,2025-09-25,5,Deluxe,1084.59,5422.93,City Hotel,OTA,FB,81.92
T005598,C00391,2025-10-08,1,Suite,2092.81,2092.81,City Hotel,Corporate,BB,32.47
T005599,C00391,2025-10-28,1,Superior,915.18,915.18,City Hotel,OTA,HB,39.92
T005600,C00391,2025-10-30,5,Superior,770.21,3851.04,City Hotel,OTA,BB,117.55
T005601,C00391,2025-11-05,4,Superior,1284.91,5139.64,City Hotel,OTA,BB,117.37
T005602,C00391,2025-12-10,7,Standard,506.61,3546.28,City Hotel,Direct,BB,51.75
T005603,C00391,2026-01-08,3,Deluxe,1239.48,3718.44,Resort Hotel,Direct,BB,5.85
T005604,C00392,2024-05-05,7,Standard,834.02,5838.15,Resort Hotel,OTA,BB,0.0
T005605,C00392,2024-06-26,2,Superior,762.49,1524.98,City Hotel,Corporate,HB,66.54
T005606,C00392,2024-07-27,2,Standard,742.51,1485.01,City Hotel,Direct,HB,82.72
T005607,C00392,2025-01-05,3,Deluxe,972.34,2917.02,Resort Hotel,OTA,BB,61.3
T005608,C00392,2025-02-26,5,Suite,1345.75,6728.76,City Hotel,OTA,RO,0.0
T005609,C00392,2025-04-03,5,Standard,780.03,3900.14,Resort Hotel,OTA,RO,22.64
T005610,C00392,2025-05-03,5,Superior,1095.63,5478.17,City Hotel,Direct,RO,73.34
T005611,C00392,2025-05-20,2,Standard,423.04,846.08,Resort Hotel,OTA,HB,68.24
T005612,C00392,2025-07-21,1,Deluxe,1348.48,1348.48,City Hotel,OTA,BB,46.67
T005613,C00392,2025-10-24,10,Standard,829.84,8298.42,City Hotel,OTA,BB,39.2
T005614,C00392,2025-12-25,3,Deluxe,712.06,2136.17,City Hotel,OTA,BB,23.59
T005615,C00392,2026-01-05,3,Deluxe,1226.39,3679.17,Resort Hotel,OTA,BB,131.19
T005616,C00393,2024-03-10,1,Standard,222.23,222.23,Resort Hotel,Travel Agent,RO,10.75
T005617,C00393,2024-06-28,7,Standard,158.29,1108.02,Resort Hotel,Corporate,BB,64.25
T005618,C00393,2024-09-15,4,Deluxe,239.16,956.62,Resort Hotel,OTA,BB,84.71
T005619,C00393,2024-09-19,3,Deluxe,611.55,1834.65,City Hotel,OTA,HB,25.8
T005620,C00393,2024-10-21,3,Standard,384.56,1153.69,City Hotel,Corporate,HB,2.37
T005621,C00393,2024-11-21,5,Deluxe,341.44,1707.21,City Hotel,OTA,BB,82.03
T005622,C00393,2024-12-09,1,Presidential,1445.67,1445.67,Resort Hotel,OTA,RO,0.0
T005623,C00393,2025-01-17,4,Superior,498.59,1994.35,City Hotel,Direct,BB,19.05
T005624,C00393,2025-02-09,10,Superior,402.7,4027.05,City Hotel,OTA,BB,98.87
T005625,C00393,2025-02-25,3,Superior,299.13,897.38,City Hotel,Corporate,BB,25.09
T005626,C00393,2025-04-14,5,Superior,396.78,1983.9,City Hotel,OTA,BB,43.91
T005627,C00393,2025-04-23,2,Superior,330.32,660.63,Resort Hotel,OTA,HB,44.37
T005628,C00393,2025-05-09,3,Superior,357.07,1071.2,City Hotel,Direct,HB,33.95
T005629,C00393,2025-07-01,4,Standard,467.7,1870.81,City Hotel,Direct,RO,33.21
T005630,C00393,2025-10-28,5,Standard,397.21,1986.06,City Hotel,OTA,BB,70.57
T005631,C00393,2025-12-15,4,Superior,231.22,924.89,City Hotel,OTA,BB,83.12
T005632,C00393,2025-12-25,14,Deluxe,383.81,5373.38,Resort Hotel,Corporate,BB,0.39
T005633,C00393,2025-12-31,2,Superior,385.18,770.36,Resort Hotel,Corporate,BB,0.0
T005634,C00393,2026-01-13,2,Standard,330.73,661.46,Resort Hotel,Direct,HB,53.66
T005635,C00393,2026-01-17,1,Standard,212.54,212.54,City Hotel,OTA,RO,34.79
T005636,C00394,2024-03-11,1,Superior,1554.86,1554.86,City Hotel,Corporate,HB,22.67
T005637,C00394,2024-03-21,5,Superior,1089.93,5449.66,City Hotel,OTA,RO,63.19
T005638,C00394,2024-05-18,3,Standard,820.98,2462.94,Resort Hotel,Direct,RO,87.72
T005639,C00394,2024-06-20,5,Standard,720.33,3601.64,City Hotel,OTA,RO,72.83
T005640,C00394,2024-06-27,2,Standard,606.47,1212.93,Resort Hotel,Travel Agent,HB,92.37
T005641,C00394,2024-10-14,2,Superior,1114.46,2228.92,City Hotel,OTA,FB,17.08
T005642,C00394,2024-10-17,3,Standard,758.94,2276.81,Resort Hotel,OTA,BB,31.81
T005643,C00394,2025-02-25,1,Deluxe,1393.52,1393.52,City Hotel,Travel Agent,BB,65.1
T005644,C00394,2025-04-29,10,Deluxe,2105.45,21054.49,Resort Hotel,Direct,BB,16.28
T005645,C00394,2025-05-07,3,Superior,537.01,1611.04,City Hotel,OTA,HB,61.43
T005646,C00394,2025-05-19,3,Deluxe,2026.96,6080.88,Resort Hotel,Corporate,RO,111.92
T005647,C00394,2025-10-06,7,Standard,955.83,6690.81,City Hotel,Corporate,RO,78.27
T005648,C00394,2025-10-08,3,Standard,690.36,2071.07,Resort Hotel,OTA,FB,95.09
T005649,C00394,2026-01-28,2,Superior,1113.26,2226.51,City Hotel,OTA,BB,27.93
T005650,C00395,2024-01-29,3,Deluxe,1288.04,3864.11,Resort Hotel,Corporate,HB,111.64
T005651,C00395,2024-02-09,3,Superior,1291.8,3875.39,City Hotel,Corporate,HB,55.85
T005652,C00395,2024-05-17,5,Standard,546.01,2730.07,City Hotel,Direct,HB,8.53
T005653,C00395,2024-06-17,5,Deluxe,1111.8,5559.01,Resort Hotel,OTA,HB,3.18
T005654,C00395,2024-08-02,1,Standard,1108.12,1108.12,Resort Hotel,Direct,BB,72.08
T005655,C00395,2025-01-15,10,Suite,1868.17,18681.71,City Hotel,Direct,BB,18.36
T005656,C00395,2025-02-07,5,Suite,1431.66,7158.32,Resort Hotel,OTA,RO,35.57
T005657,C00395,2025-02-22,10,Superior,1175.69,11756.86,City Hotel,Corporate,HB,65.74
T005658,C00395,2025-05-28,5,Superior,1268.15,6340.75,City Hotel,Direct,FB,30.08
T005659,C00395,2025-07-18,3,Deluxe,1196.16,3588.48,Resort Hotel,Direct,RO,0.0
T005660,C00395,2025-10-09,3,Deluxe,1211.67,3635.02,Resort Hotel,Corporate,BB,0.0
T005661,C00396,2024-03-08,4,Deluxe,769.49,3077.96,City Hotel,Travel Agent,BB,72.33
T005662,C00396,2024-03-28,10,Suite,1903.67,19036.74,City Hotel,OTA,BB,109.54
T005663,C00396,2024-05-09,3,Standard,705.49,2116.47,City Hotel,OTA,FB,68.84
T005664,C00396,2024-05-26,1,Superior,1152.36,1152.36,City Hotel,Corporate,RO,86.3
T005665,C00396,2024-07-07,4,Standard,572.56,2290.25,Resort Hotel,Direct,BB,99.88
T005666,C00396,2024-08-14,2,Standard,477.12,954.23,City Hotel,OTA,HB,73.61
T005667,C00396,2024-09-06,10,Superior,882.18,8821.8,City Hotel,Direct,BB,64.54
T005668,C00396,2024-12-19,7,Standard,802.35,5616.42,City Hotel,OTA,HB,23.67
T005669,C00396,2025-01-12,2,Suite,1715.33,3430.65,Resort Hotel,OTA,BB,102.77
T005670,C00396,2025-02-01,1,Superior,712.51,712.51,City Hotel,OTA,RO,54.76
T005671,C00396,2025-03-11,4,Presidential,2382.87,9531.48,City Hotel,Direct,BB,80.82
T005672,C00396,2025-04-15,5,Superior,1076.78,5383.91,City Hotel,Direct,HB,59.49
T005673,C00396,2025-05-02,3,Superior,674.11,2022.33,Resort Hotel,Direct,HB,67.44
T005674,C00396,2025-05-31,14,Deluxe,650.08,9101.11,Resort Hotel,OTA,HB,0.0
T005675,C00396,2025-06-21,2,Standard,793.52,1587.05,City Hotel,OTA,HB,59.44
T005676,C00396,2025-07-10,1,Deluxe,1026.58,1026.58,City Hotel,Travel Agent,FB,105.55
T005677,C00396,2025-08-08,3,Presidential,2090.16,6270.48,Resort Hotel,OTA,BB,45.49
T005678,C00396,2025-11-13,4,Suite,2523.31,10093.25,City Hotel,Corporate,BB,73.14
T005679,C00396,2025-12-02,5,Suite,1907.13,9535.64,City Hotel,OTA,RO,131.4
T005680,C00397,2024-04-16,3,Presidential,2854.6,8563.79,Resort Hotel,OTA,RO,129.52
T005681,C00397,2024-04-17,4,Deluxe,1095.46,4381.84,Resort Hotel,OTA,HB,57.19
T005682,C00397,2024-04-18,3,Superior,1039.68,3119.03,Resort Hotel,OTA,HB,45.95
T005683,C00397,2024-07-05,4,Deluxe,1017.08,4068.3,Resort Hotel,Travel Agent,BB,83.15
T005684,C00397,2024-12-28,3,Standard,869.44,2608.31,City Hotel,OTA,BB,111.87
T005685,C00397,2025-01-11,5,Superior,1308.17,6540.86,Resort Hotel,Corporate,HB,46.75
T005686,C00397,2025-04-14,10,Standard,509.18,5091.84,Resort Hotel,OTA,RO,90.32
T005687,C00397,2025-08-09,1,Standard,715.42,715.42,Resort Hotel,OTA,BB,33.01
T005688,C00397,2025-09-13,3,Standard,478.93,1436.78,Resort Hotel,Corporate,BB,63.14
T005689,C00397,2025-09-24,5,Deluxe,619.52,3097.62,Resort Hotel,Direct,BB,76.0
T005690,C00397,2025-12-01,3,Superior,228.88,686.65,Resort Hotel,OTA,BB,42.66
T005691,C00398,2024-03-08,10,Standard,665.29,6652.89,City Hotel,OTA,BB,74.14
T005692,C00398,2024-04-06,1,Deluxe,905.53,905.53,City Hotel,Travel Agent,HB,64.51
T005693,C00398,2024-05-27,7,Superior,591.25,4138.72,City Hotel,Direct,BB,70.6
T005694,C00398,2024-10-07,3,Suite,517.03,1551.08,Resort Hotel,Travel Agent,BB,83.53
T005695,C00398,2024-10-09,2,Deluxe,423.36,846.72,City Hotel,OTA,RO,100.81
T005696,C00398,2024-10-29,4,Superior,521.24,2084.95,City Hotel,Travel Agent,HB,34.31
T005697,C00398,2024-11-15,2,Superior,785.5,1571.0,City Hotel,OTA,HB,68.77
T005698,C00398,2024-12-03,5,Superior,470.62,2353.08,City Hotel,OTA,FB,101.91
T005699,C00398,2025-02-06,3,Standard,391.94,1175.82,City Hotel,Direct,RO,98.68
T005700,C00398,2025-03-20,7,Superior,396.75,2777.27,Resort Hotel,OTA,FB,15.45
T005701,C00398,2025-04-04,3,Standard,223.74,671.23,City Hotel,Direct,BB,0.0
T005702,C00398,2025-04-11,4,Superior,832.86,3331.43,City Hotel,OTA,HB,62.74
T005703,C00398,2025-04-19,4,Suite,1265.18,5060.71,City Hotel,OTA,RO,39.95
T005704,C00398,2025-09-05,5,Superior,552.64,2763.2,City Hotel,Direct,RO,120.3
T005705,C00398,2025-09-13,7,Suite,746.05,5222.32,City Hotel,OTA,RO,46.57
T005706,C00398,2025-09-21,3,Deluxe,952.57,2857.71,City Hotel,OTA,FB,70.94
T005707,C00398,2025-09-30,3,Suite,1135.91,3407.73,Resort Hotel,OTA,RO,10.18
T005708,C00398,2025-10-22,7,Standard,447.33,3131.29,Resort Hotel,Travel Agent,HB,0.0
T005709,C00398,2025-11-16,5,Superior,408.71,2043.53,City Hotel,OTA,FB,13.27
T005710,C00399,2024-02-16,5,Presidential,2126.43,10632.15,City Hotel,Travel Agent,HB,40.4
T005711,C00399,2024-02-25,1,Superior,1060.51,1060.51,City Hotel,Travel Agent,BB,13.87
T005712,C00399,2024-03-29,2,Presidential,3506.55,7013.1,Resort Hotel,Corporate,FB,8.39
T005713,C00399,2024-05-15,7,Standard,521.56,3650.95,Resort Hotel,Direct,HB,0.0
T005714,C00399,2024-08-10,3,Suite,2017.48,6052.44,City Hotel,Direct,FB,0.0
T005715,C00399,2025-06-04,2,Suite,2006.54,4013.09,City Hotel,Direct,HB,112.51
T005716,C00399,2025-07-25,2,Deluxe,1013.85,2027.69,City Hotel,Direct,HB,0.0
T005717,C00399,2025-08-12,5,Suite,1664.29,8321.47,City Hotel,Direct,HB,0.0
T005718,C00399,2025-10-09,10,Standard,718.95,7189.47,City Hotel,OTA,RO,0.0
T005719,C00399,2025-12-28,1,Superior,752.72,752.72,City Hotel,Direct,HB,5.23
T005720,C00400,2024-03-15,3,Suite,1370.32,4110.96,City Hotel,Direct,BB,24.6
T005721,C00400,2024-03-17,3,Standard,637.97,1913.9,City Hotel,Direct,FB,16.67
T005722,C00400,2024-04-11,4,Standard,282.16,1128.64,Resort Hotel,OTA,FB,59.35
T005723,C00400,2024-06-15,3,Suite,1368.83,4106.5,Resort Hotel,Travel Agent,FB,0.0
T005724,C00400,2024-06-26,7,Superior,873.46,6114.22,Resort Hotel,OTA,BB,52.23
T005725,C00400,2024-07-13,10,Superior,490.13,4901.33,Resort Hotel,Direct,BB,47.91
T005726,C00400,2024-07-19,1,Deluxe,1083.72,1083.72,City Hotel,Corporate,BB,22.56
T005727,C00400,2024-07-23,4,Deluxe,938.57,3754.28,City Hotel,Direct,BB,106.71
T005728,C00400,2024-09-26,2,Standard,689.85,1379.71,Resort Hotel,Corporate,BB,52.82
T005729,C00400,2024-10-28,4,Deluxe,1529.21,6116.83,Resort Hotel,Direct,BB,90.38
T005730,C00400,2024-11-09,1,Deluxe,1057.91,1057.91,City Hotel,Corporate,HB,0.0
T005731,C00400,2024-12-11,5,Suite,1636.22,8181.11,City Hotel,OTA,HB,82.84
T005732,C00400,2025-01-19,5,Suite,1442.2,7211.0,Resort Hotel,OTA,BB,44.27
T005733,C00400,2025-04-07,3,Suite,1633.2,4899.59,City Hotel,OTA,BB,42.21
T005734,C00400,2025-04-18,4,Suite,1300.82,5203.3,City Hotel,OTA,RO,42.73
T005735,C00400,2025-04-25,1,Deluxe,893.69,893.69,Resort Hotel,Travel Agent,RO,37.83
T005736,C00400,2025-05-23,3,Suite,1630.78,4892.33,Resort Hotel,OTA,HB,97.05
T005737,C00400,2025-06-15,5,Suite,2016.17,10080.83,Resort Hotel,Corporate,BB,38.4
T005738,C00400,2025-08-10,2,Deluxe,1648.4,3296.79,Resort Hotel,OTA,HB,79.32
T005739,C00400,2025-08-23,3,Standard,563.72,1691.16,Resort Hotel,Travel Agent,RO,104.93
T005740,C00400,2025-08-30,1,Suite,1499.54,1499.54,City Hotel,Corporate,HB,85.64
T005741,C00400,2026-01-03,2,Superior,887.21,1774.43,Resort Hotel,OTA,BB,56.02
T005742,C00400,2026-02-09,4,Superior,808.2,3232.8,City Hotel,Direct,BB,14.96
T005743,C00401,2024-03-27,1,Standard,188.54,188.54,Resort Hotel,Corporate,HB,0.0
T005744,C00401,2024-03-30,3,Superior,318.1,954.3,City Hotel,Direct,BB,47.0
T005745,C00401,2024-04-04,2,Standard,358.13,716.26,Resort Hotel,Corporate,FB,0.0
T005746,C00401,2024-04-24,4,Standard,190.07,760.3,City Hotel,OTA,BB,0.0
T005747,C00401,2024-05-01,1,Standard,268.72,268.72,Resort Hotel,Direct,BB,41.39
T005748,C00401,2024-05-18,4,Standard,222.12,888.47,Resort Hotel,Travel Agent,BB,103.57
T005749,C00401,2024-09-18,3,Standard,232.17,696.51,City Hotel,Travel Agent,BB,76.95
T005750,C00401,2024-10-08,3,Superior,285.7,857.09,Resort Hotel,Direct,FB,151.28
T005751,C00401,2024-11-25,14,Standard,298.45,4178.26,City Hotel,Travel Agent,FB,44.86
T005752,C00401,2024-12-09,5,Superior,313.72,1568.62,City Hotel,Corporate,BB,39.43
T005753,C00401,2025-03-06,3,Standard,293.29,879.86,City Hotel,Direct,BB,11.58
T005754,C00401,2025-03-09,3,Standard,244.46,733.39,Resort Hotel,Travel Agent,HB,58.06
T005755,C00401,2025-03-10,10,Superior,178.43,1784.32,City Hotel,OTA,FB,55.79
T005756,C00401,2025-04-19,1,Standard,184.4,184.4,City Hotel,Direct,BB,29.79
T005757,C00401,2025-06-25,2,Suite,352.56,705.12,Resort Hotel,OTA,BB,0.0
T005758,C00401,2025-07-28,3,Standard,257.93,773.78,City Hotel,Direct,BB,102.68
T005759,C00401,2025-08-15,3,Standard,246.53,739.59,City Hotel,OTA,HB,0.0
T005760,C00401,2025-09-08,4,Superior,250.21,1000.86,City Hotel,OTA,BB,51.66
T005761,C00401,2025-09-14,3,Deluxe,320.22,960.65,Resort Hotel,OTA,BB,48.21
T005762,C00401,2025-11-28,1,Suite,547.14,547.14,City Hotel,Travel Agent,RO,5.46
T005763,C00401,2025-12-08,3,Standard,271.85,815.55,City Hotel,OTA,HB,79.34
T005764,C00401,2025-12-11,4,Standard,244.39,977.57,City Hotel,Travel Agent,HB,116.09
T005765,C00402,2024-02-29,10,Deluxe,875.28,8752.77,City Hotel,OTA,HB,18.24
T005766,C00402,2024-03-22,2,Deluxe,851.78,1703.56,City Hotel,Direct,HB,127.34
T005767,C00402,2024-07-11,3,Suite,1034.44,3103.33,Resort Hotel,OTA,FB,42.21
T005768,C00402,2024-09-11,2,Deluxe,634.18,1268.37,City Hotel,Direct,FB,95.53
T005769,C00402,2025-06-19,3,Standard,579.96,1739.88,Resort Hotel,Direct,RO,0.0
T005770,C00402,2025-10-05,5,Deluxe,1137.58,5687.9,City Hotel,Direct,BB,43.19
T005771,C00402,2026-02-02,7,Deluxe,1008.78,7061.49,City Hotel,OTA,FB,94.93
T005772,C00403,2024-02-03,2,Suite,1610.46,3220.91,City Hotel,OTA,BB,0.0
T005773,C00403,2024-03-10,3,Standard,452.54,1357.63,City Hotel,Corporate,HB,0.0
T005774,C00403,2024-04-24,2,Standard,465.6,931.2,Resort Hotel,Direct,BB,0.0
T005775,C00403,2024-04-27,3,Superior,529.21,1587.63,Resort Hotel,Travel Agent,BB,24.99
T005776,C00403,2024-08-23,5,Standard,615.0,3074.98,City Hotel,Direct,HB,48.19
T005777,C00403,2024-09-08,5,Deluxe,617.88,3089.39,City Hotel,Direct,BB,0.0
T005778,C00403,2024-11-07,7,Standard,499.46,3496.2,Resort Hotel,OTA,HB,54.1
T005779,C00403,2025-02-14,2,Standard,592.52,1185.05,City Hotel,Corporate,FB,60.77
T005780,C00403,2025-03-23,5,Superior,817.06,4085.28,City Hotel,OTA,RO,0.0
T005781,C00403,2025-04-24,2,Suite,1057.72,2115.43,City Hotel,Direct,BB,49.79
T005782,C00403,2025-06-11,4,Suite,1447.47,5789.89,City Hotel,Direct,RO,2.65
T005783,C00403,2025-10-04,2,Suite,875.27,1750.55,Resort Hotel,Direct,BB,84.8
