review_id,hotel,date,reviewer_country,trip_type,rating,review_text,sentiment_true,aspect_cleanliness,aspect_staff,aspect_food,aspect_location,aspect_value
R0863,City Center Hotel,2025-01-20,DO,Leisure,3,"Overall a good stay, but location was far from the city center. On the positive side, Excellent value for money.",mixed,3,4,3,1,5
R0864,Grand Resort Hotel,2024-01-16,LB,Leisure,4,Fantastic experience from start to finish. Beautiful surroundings with ocean view.,positive,4,4,4,5,5
R0865,City Center Hotel,2024-12-13,GB,Business,4,Exceeded our expectations in every way. The location was outstanding.,positive,4,4,4,5,4
R0866,Grand Resort Hotel,2025-06-25,MW,Business,4,We had an amazing time. The staff was incredibly friendly and helpful. Will definitely come back!,positive,5,4,5,5,4
R0867,City Center Hotel,2024-07-11,EG,Family,5,Best hotel experience we've had in years. Worth every penny spent.,positive,4,4,4,5,5
R0868,Grand Resort Hotel,2024-11-08,LY,Business,2,Save your money and go elsewhere. room service took over an hour. the minibar prices were outrageous.,negative,1,1,1,1,2
R0869,City Center Hotel,2025-04-03,SZ,Couple,2,Worst hotel experience in a long time. food quality was poor for a hotel at this price.,negative,2,1,1,3,2
R0870,City Center Hotel,2025-06-07,GD,Leisure,3,"Overall a good stay, but staff was rude at the front desk. On the positive side, The chef prepared an incredible dinner.",mixed,3,1,4,4,3
R0871,City Center Hotel,2025-05-26,SN,Leisure,5,Best hotel experience we've had in years. Excellent value for money.,positive,4,5,4,4,5
R0872,Grand Resort Hotel,2025-04-27,TG,Business,4,We had an amazing time. Room service was fast and the food was excellent. Will definitely come back!,positive,4,5,5,4,5
R0873,Grand Resort Hotel,2024-01-16,UG,Business,2,Save your money and go elsewhere. much cheaper options with better quality nearby. staff was rude at the front desk.,negative,1,2,1,1,1
R0874,City Center Hotel,2024-09-13,NA,Couple,1,Hugely disappointed. no one seemed to care about guest satisfaction. Will be filing a complaint.,negative,1,1,2,3,1
R0875,City Center Hotel,2025-02-10,QA,Leisure,5,Best hotel experience we've had in years. Excellent value for money.,positive,5,4,4,5,4
R0876,Grand Resort Hotel,2024-08-29,UA,Leisure,5,Can't say enough good things about this place. Best deal we found in the area and The breakfast buffet was outstanding with great variety.,positive,4,5,4,5,4
R0877,Grand Resort Hotel,2024-06-13,CN,Family,1,Hugely disappointed. housekeeping missed our room twice. Will be filing a complaint.,negative,1,3,3,2,3
R0878,City Center Hotel,2024-08-14,IL,Business,3,Good but not great. Great price for what you get. The downside was very far from public transportation.,mixed,3,3,4,2,5
R0879,Grand Resort Hotel,2025-05-25,AG,Leisure,2,Very disappointing stay. the restaurant food was overpriced and bland and way overpriced for what you get.,negative,1,1,2,1,1
R0880,Grand Resort Hotel,2025-06-09,LA,Solo,2,Worst hotel experience in a long time. hidden charges everywhere.,negative,2,1,1,2,1
R0881,City Center Hotel,2024-09-06,SG,Leisure,3,"Mixed feelings about this hotel. Staff remembered our names which was a nice touch. Unfortunately, the breakfast buffet ran out of items early.",mixed,3,4,2,4,3
R0882,Grand Resort Hotel,2024-03-10,LC,Leisure,5,Can't say enough good things about this place. Worth every penny spent and The concierge gave amazing restaurant recommendations.,positive,4,4,4,5,4
R0883,City Center Hotel,2024-03-28,DE,Leisure,2,Very disappointing stay. location was far from the city center and the lobby area was dirty.,negative,2,1,1,1,1
R0884,City Center Hotel,2024-04-10,KM,Family,3,"Mixed feelings about this hotel. Beautiful surroundings with ocean view. Unfortunately, the minibar prices were outrageous.",mixed,3,4,3,4,2
R0885,City Center Hotel,2025-10-08,CN,Business,5,Perfect hotel for our vacation. Everything was pristine and well-maintained and Staff remembered our names which was a nice touch.,positive,4,5,5,4,5
R0886,Grand Resort Hotel,2025-11-10,CV,Leisure,5,"Can't say enough good things about this place. Great price for what you get and Perfect location, walking distance to everything.",positive,4,5,5,4,4
R0887,City Center Hotel,2024-02-25,MT,Solo,1,Not worth the money. way overpriced for what you get and staff was rude at the front desk.,negative,2,1,2,1,2
R0888,City Center Hotel,2025-12-01,TN,Couple,3,"Mixed feelings about this hotel. Ideal location for both business and leisure. Unfortunately, the lobby area was dirty.",mixed,2,3,3,5,4
R0889,City Center Hotel,2024-08-05,LK,Couple,4,Decent stay. Great price for what you get but breakfast was mediocre and limited options. Room for improvement.,mixed,3,3,2,3,5
R0890,City Center Hotel,2024-11-16,IQ,Business,2,Very disappointing stay. food quality was poor for a hotel at this price and the minibar prices were outrageous.,negative,2,1,1,1,1
R0891,City Center Hotel,2024-06-04,BF,Business,1,Worst hotel experience in a long time. staff was rude at the front desk.,negative,1,1,1,2,1
R0892,City Center Hotel,2024-02-03,RS,Couple,4,Absolutely wonderful stay! The food was exceptional and the staff exceeded all expectations.,positive,5,5,4,4,5
R0893,City Center Hotel,2025-07-22,DZ,Couple,5,One of the best hotels I've stayed at. The rooms were spotlessly clean. Highly recommend!,positive,4,4,5,4,5
R0894,City Center Hotel,2025-01-03,MN,Family,5,One of the best hotels I've stayed at. Best hotel breakfast I've ever had. Highly recommend!,positive,4,5,5,5,4
R0895,City Center Hotel,2025-07-12,KN,Solo,2,Not worth the money. way overpriced for what you get and housekeeping missed our room twice.,negative,2,3,2,2,2
R0896,Grand Resort Hotel,2024-07-04,HU,Family,5,Absolutely wonderful stay! The food was exceptional and the cleanliness exceeded all expectations.,positive,4,5,5,4,4
R0897,City Center Hotel,2025-09-07,GD,Leisure,2,Save your money and go elsewhere. staff was rude at the front desk. the minibar prices were outrageous.,negative,1,2,3,2,1
R0898,City Center Hotel,2025-07-10,UZ,Couple,5,A truly memorable stay. The bathroom was sparkling clean. We'll be back for sure!,positive,5,5,5,5,5
R0899,Grand Resort Hotel,2024-11-08,NL,Solo,4,A solid 3-star experience. The breakfast buffet was outstanding with great variety but waited 20 minutes for someone to help us.,mixed,4,2,5,4,4
R0900,Grand Resort Hotel,2025-04-22,MA,Solo,5,Absolutely wonderful stay! The food was exceptional and the value exceeded all expectations.,positive,5,4,5,4,5
R0901,Grand Resort Hotel,2025-04-27,PK,Leisure,5,Fantastic experience from start to finish. Best deal we found in the area.,positive,4,5,5,4,4
R0902,City Center Hotel,2025-08-03,EG,Leisure,5,Best hotel experience we've had in years. Beautiful surroundings with ocean view.,positive,4,4,5,5,5
R0903,City Center Hotel,2025-12-21,OM,Business,4,Good but not great. Reception team went above and beyond. The downside was very far from public transportation.,mixed,4,5,3,2,4
R0904,City Center Hotel,2024-09-20,MH,Couple,4,Good but not great. Housekeeping did an amazing job. The downside was the restaurant food was overpriced and bland.,mixed,4,3,1,3,3
R0905,City Center Hotel,2024-12-26,PT,Leisure,5,Fantastic experience from start to finish. Affordable luxury at its best.,positive,5,4,4,4,4
R0906,City Center Hotel,2025-11-15,SC,Solo,5,Best hotel experience we've had in years. The rooms were spotlessly clean.,positive,5,4,4,4,4
R0907,Grand Resort Hotel,2025-09-23,JO,Leisure,4,We had an amazing time. Reception team went above and beyond. Will definitely come back!,positive,4,5,5,4,4
R0908,City Center Hotel,2025-05-21,IS,Leisure,3,Decent stay. Great location near public transport but food quality was poor for a hotel at this price. Room for improvement.,mixed,4,3,1,5,3
R0909,City Center Hotel,2025-09-23,NP,Family,4,Absolutely wonderful stay! The value was exceptional and the location exceeded all expectations.,positive,5,4,4,4,4
R0910,City Center Hotel,2024-02-11,SK,Business,5,A truly memorable stay. Great price for what you get. We'll be back for sure!,positive,4,4,4,4,5
R0911,City Center Hotel,2024-03-30,VC,Business,4,One of the best hotels I've stayed at. Affordable luxury at its best. Highly recommend!,positive,5,5,5,5,5
R0912,City Center Hotel,2025-09-07,GT,Family,3,"Nice hotel with some issues. Ideal location for both business and leisure, however much cheaper options with better quality nearby.",mixed,4,4,3,4,1
R0913,City Center Hotel,2025-04-25,KP,Family,4,"Overall a good stay, but hidden charges everywhere. On the positive side, Housekeeping did an amazing job.",mixed,5,3,4,3,1
R0914,Grand Resort Hotel,2025-08-11,ZW,Leisure,5,Best hotel experience we've had in years. The concierge gave amazing restaurant recommendations.,positive,5,5,5,5,4
R0915,City Center Hotel,2025-08-26,BT,Business,5,We had an amazing time. The breakfast buffet was outstanding with great variety. Will definitely come back!,positive,4,4,5,5,5
R0916,Grand Resort Hotel,2025-10-14,KP,Family,4,Good but not great. Best hotel breakfast I've ever had. The downside was found hair in the bathroom.,mixed,1,4,4,3,3
R0917,City Center Hotel,2024-02-18,NE,Business,4,Can't say enough good things about this place. Service was impeccable from check-in to checkout and Ideal location for both business and leisure.,positive,5,4,5,5,4
R0918,City Center Hotel,2024-03-08,KW,Family,3,"Mixed feelings about this hotel. Affordable luxury at its best. Unfortunately, the carpets looked stained and old.",mixed,1,3,3,4,4
R0919,City Center Hotel,2025-11-30,BW,Business,3,"The hotel has potential. Housekeeping did an amazing job, yet no one seemed to care about guest satisfaction.",mixed,4,1,3,3,4
R0920,Grand Resort Hotel,2025-12-16,ZW,Business,2,Hugely disappointed. difficult to find parking near the hotel. Will be filing a complaint.,negative,1,1,2,1,1
R0921,City Center Hotel,2024-09-04,BR,Family,5,"Perfect hotel for our vacation. The rooms were spotlessly clean and Perfect location, walking distance to everything.",positive,5,5,5,5,5
R0922,City Center Hotel,2025-01-17,BO,Solo,5,A truly memorable stay. The concierge gave amazing restaurant recommendations. We'll be back for sure!,positive,4,4,4,5,4
R0923,City Center Hotel,2025-12-02,ZA,Family,5,We had an amazing time. Housekeeping did an amazing job. Will definitely come back!,positive,5,5,4,4,4
R0924,City Center Hotel,2025-04-03,GY,Leisure,4,We had an amazing time. Best hotel breakfast I've ever had. Will definitely come back!,positive,4,4,5,4,4
R0925,City Center Hotel,2025-05-26,BW,Solo,3,"Nice hotel with some issues. Everything was pristine and well-maintained, however hidden charges everywhere.",mixed,5,3,3,3,1
R0926,Grand Resort Hotel,2024-12-09,DM,Business,1,Terrible experience. not worth the price at all. no one seemed to care about guest satisfaction. Never again.,negative,1,2,3,1,1
R0927,City Center Hotel,2024-03-05,TR,Leisure,5,We had an amazing time. Great location near public transport. Will definitely come back!,positive,5,5,5,4,4
R0928,City Center Hotel,2024-09-04,BG,Business,1,Hugely disappointed. the breakfast buffet ran out of items early. Will be filing a complaint.,negative,3,1,2,3,1
R0929,City Center Hotel,2025-09-17,BS,Solo,5,Fantastic experience from start to finish. The staff was incredibly friendly and helpful.,positive,4,4,5,5,5
R0930,City Center Hotel,2024-03-18,CH,Business,5,Perfect hotel for our vacation. Restaurant food was absolutely delicious and Great price for what you get.,positive,5,5,5,5,5
R0931,City Center Hotel,2025-02-28,JO,Leisure,3,"Mixed feelings about this hotel. Staff remembered our names which was a nice touch. Unfortunately, the room was not clean when we arrived.",mixed,1,4,4,3,4
R0932,Grand Resort Hotel,2024-11-22,TG,Business,1,Very disappointing stay. the reception seemed overwhelmed and disorganized and housekeeping missed our room twice.,negative,2,1,2,2,3
R0933,Grand Resort Hotel,2024-10-04,SA,Family,2,"Would not recommend. staff was unresponsive to our requests. For the price we paid, unacceptable.",negative,1,2,1,2,1
R0934,City Center Hotel,2024-06-09,AG,Couple,1,Hugely disappointed. waited 20 minutes for someone to help us. Will be filing a complaint.,negative,1,2,1,3,2
R0935,City Center Hotel,2025-11-17,NO,Leisure,5,We had an amazing time. The location is unbeatable - right in the center. Will definitely come back!,positive,5,4,4,4,5
R0936,City Center Hotel,2024-02-27,GD,Leisure,2,"Would not recommend. much cheaper options with better quality nearby. For the price we paid, unacceptable.",negative,2,1,2,1,2
R0937,City Center Hotel,2024-06-28,SE,Family,4,"Mixed feelings about this hotel. The rooms were spotlessly clean. Unfortunately, the restaurant food was overpriced and bland.",mixed,4,3,2,3,4
R0938,Grand Resort Hotel,2024-09-24,ES,Couple,4,We had an amazing time. Everything was pristine and well-maintained. Will definitely come back!,positive,5,4,5,5,4
R0939,City Center Hotel,2025-01-19,CR,Business,5,Absolutely wonderful stay! The value was exceptional and the staff exceeded all expectations.,positive,5,4,5,5,5
R0940,Grand Resort Hotel,2024-11-26,QA,Leisure,3,"Mixed feelings about this hotel. Excellent value for money. Unfortunately, very far from public transportation.",mixed,3,3,3,1,5
R0941,Grand Resort Hotel,2024-04-26,SB,Family,3,"Overall a good stay, but the breakfast buffet ran out of items early. On the positive side, The concierge gave amazing restaurant recommendations.",mixed,3,4,2,3,4
R0942,City Center Hotel,2024-05-30,SG,Leisure,5,One of the best hotels I've stayed at. Staff remembered our names which was a nice touch. Highly recommend!,positive,4,4,4,5,4
R0943,City Center Hotel,2024-04-24,LA,Leisure,5,Absolutely wonderful stay! The cleanliness was exceptional and the food exceeded all expectations.,positive,4,4,4,4,5
R0944,Grand Resort Hotel,2025-09-11,GD,Family,2,"Would not recommend. noisy area with construction nearby. For the price we paid, unacceptable.",negative,2,2,3,1,1
R0945,City Center Hotel,2025-12-29,SN,Business,4,Fantastic experience from start to finish. Best deal we found in the area.,positive,4,5,5,5,4
R0946,Grand Resort Hotel,2024-01-03,MC,Solo,4,"Perfect hotel for our vacation. Perfect location, walking distance to everything and Best deal we found in the area.",positive,4,5,4,5,4
R0947,City Center Hotel,2024-11-19,CM,Family,4,Can't say enough good things about this place. Best deal we found in the area and Restaurant food was absolutely delicious.,positive,5,4,4,5,5
R0948,City Center Hotel,2024-07-10,NA,Leisure,3,A solid 3-star experience. Impeccable cleanliness throughout but room service took over an hour.,mixed,5,4,1,3,4
R0949,City Center Hotel,2024-04-15,AL,Solo,3,The food was great but waited 20 minutes for someone to help us. Would still recommend.,mixed,4,2,4,4,3
R0950,Grand Resort Hotel,2025-09-11,VE,Couple,3,"Nice hotel with some issues. Excellent value for money, however the lobby area was dirty.",mixed,1,4,3,3,4
R0951,Grand Resort Hotel,2025-02-08,ET,Couple,5,A truly memorable stay. The staff was incredibly friendly and helpful. We'll be back for sure!,positive,4,5,4,5,5
R0952,Grand Resort Hotel,2024-11-14,CH,Leisure,5,Can't say enough good things about this place. Great price for what you get and Best hotel breakfast I've ever had.,positive,5,4,5,4,4
R0953,City Center Hotel,2025-03-19,AF,Solo,5,A truly memorable stay. Impeccable cleanliness throughout. We'll be back for sure!,positive,5,4,5,5,5
R0954,City Center Hotel,2024-06-22,LC,Leisure,2,Below expectations. the minibar prices were outrageous. Staff seemed indifferent.,negative,1,1,1,3,2
R0955,City Center Hotel,2025-04-03,NO,Couple,5,Best hotel experience we've had in years. The chef prepared an incredible dinner.,positive,4,5,5,4,5
R0956,Grand Resort Hotel,2025-12-14,ME,Couple,4,Absolutely wonderful stay! The location was exceptional and the food exceeded all expectations.,positive,4,4,5,4,5
R0957,City Center Hotel,2024-08-27,SN,Business,4,Good but not great. Reception team went above and beyond. The downside was housekeeping missed our room twice.,mixed,1,5,4,4,4
R0958,Grand Resort Hotel,2025-07-24,AE,Business,5,We had an amazing time. The chef prepared an incredible dinner. Will definitely come back!,positive,5,5,4,4,4
R0959,City Center Hotel,2024-04-07,LY,Leisure,5,Exceeded our expectations in every way. The location was outstanding.,positive,5,4,5,4,5
R0960,City Center Hotel,2024-03-04,HN,Leisure,5,Exceeded our expectations in every way. The location was outstanding.,positive,4,5,4,4,5
R0961,City Center Hotel,2025-02-24,SZ,Couple,4,We had an amazing time. Great location near public transport. Will definitely come back!,positive,4,4,5,4,4
R0962,City Center Hotel,2024-05-02,HR,Leisure,5,Best hotel experience we've had in years. The location is unbeatable - right in the center.,positive,4,4,4,4,5
R0963,Grand Resort Hotel,2024-01-20,SM,Couple,2,Very disappointing stay. noisy area with construction nearby and not worth the price at all.,negative,2,3,3,1,2
R0964,City Center Hotel,2025-09-22,LA,Solo,4,Fantastic experience from start to finish. Impeccable cleanliness throughout.,positive,4,4,4,5,5
R0965,Grand Resort Hotel,2024-11-08,UZ,Leisure,5,Exceeded our expectations in every way. The cleanliness was outstanding.,positive,5,4,4,4,4
R0966,City Center Hotel,2025-09-17,BB,Family,3,"Mixed feelings about this hotel. Great price for what you get. Unfortunately, the restaurant food was overpriced and bland.",mixed,4,4,1,4,4
R0967,City Center Hotel,2025-09-11,UZ,Couple,5,Absolutely wonderful stay! The value was exceptional and the cleanliness exceeded all expectations.,positive,5,4,4,4,4
R0968,Grand Resort Hotel,2025-03-11,PE,Leisure,3,"Nice hotel with some issues. The rooms were spotlessly clean, however the minibar prices were outrageous.",mixed,4,3,3,4,1
R0969,Grand Resort Hotel,2025-07-19,DO,Couple,4,Perfect hotel for our vacation. Everything was pristine and well-maintained and The chef prepared an incredible dinner.,positive,5,5,5,4,4
R0970,Grand Resort Hotel,2024-07-26,GQ,Leisure,5,Best hotel experience we've had in years. Reception team went above and beyond.,positive,5,5,5,4,5
R0971,City Center Hotel,2024-12-02,SL,Family,2,Very disappointing stay. the lobby area was dirty and the minibar prices were outrageous.,negative,1,1,1,3,2
R0972,City Center Hotel,2025-04-28,GR,Business,2,Very disappointing stay. the minibar prices were outrageous and difficult to find parking near the hotel.,negative,1,2,3,2,1
R0973,City Center Hotel,2024-07-14,EC,Leisure,3,"The hotel has potential. Ideal location for both business and leisure, yet the carpets looked stained and old.",mixed,2,3,4,4,3
R0974,Grand Resort Hotel,2025-12-03,BO,Couple,5,"Everything was perfect - Affordable luxury at its best, The concierge gave amazing restaurant recommendations. 10/10.",positive,5,5,4,5,4
R0975,Grand Resort Hotel,2025-10-23,MM,Couple,5,Exceeded our expectations in every way. The cleanliness was outstanding.,positive,5,5,4,4,4
R0976,Grand Resort Hotel,2024-02-23,CR,Leisure,1,Not worth the money. very far from public transportation and staff was rude at the front desk.,negative,3,1,2,1,3
R0977,Grand Resort Hotel,2024-07-09,SG,Couple,4,"The hotel has potential. Service was impeccable from check-in to checkout, yet difficult to find parking near the hotel.",mixed,4,4,4,1,3
R0978,Grand Resort Hotel,2024-04-12,MH,Solo,5,Fantastic experience from start to finish. The chef prepared an incredible dinner.,positive,5,5,5,5,4
R0979,City Center Hotel,2025-04-05,BF,Couple,2,"Would not recommend. the reception seemed overwhelmed and disorganized. For the price we paid, unacceptable.",negative,1,2,2,1,2
R0980,Grand Resort Hotel,2024-04-20,NO,Leisure,5,One of the best hotels I've stayed at. Worth every penny spent. Highly recommend!,positive,5,5,5,5,4
R0981,Grand Resort Hotel,2024-08-05,SA,Family,2,Below expectations. the reception seemed overwhelmed and disorganized. Staff seemed unhelpful.,negative,1,1,1,1,2
R0982,City Center Hotel,2025-07-14,MU,Leisure,3,"The hotel has potential. The rooms were spotlessly clean, yet food quality was poor for a hotel at this price.",mixed,5,3,1,3,4
R0983,Grand Resort Hotel,2025-12-26,DO,Solo,3,Good but not great. Room service was fast and the food was excellent. The downside was the room was not clean when we arrived.,mixed,2,3,4,4,3
R0984,City Center Hotel,2025-09-02,MR,Business,5,Fantastic experience from start to finish. The bathroom was sparkling clean.,positive,4,4,5,5,4
R0985,Grand Resort Hotel,2025-08-23,CG,Solo,4,"Nice hotel with some issues. Reception team went above and beyond, however the neighborhood felt unsafe at night.",mixed,4,4,3,1,4
R0986,City Center Hotel,2024-04-21,LU,Business,2,Very disappointing stay. the neighborhood felt unsafe at night and way overpriced for what you get.,negative,2,2,3,2,2
R0987,Grand Resort Hotel,2024-04-16,GD,Business,4,Good but not great. Excellent value for money. The downside was found hair in the bathroom.,mixed,2,4,4,4,5
R0988,City Center Hotel,2025-11-13,HU,Leisure,5,One of the best hotels I've stayed at. Impeccable cleanliness throughout. Highly recommend!,positive,5,5,4,4,4
R0989,Grand Resort Hotel,2024-10-14,SR,Leisure,5,Fantastic experience from start to finish. Worth every penny spent.,positive,5,5,5,5,4
R0990,City Center Hotel,2024-10-18,CL,Couple,2,Hugely disappointed. housekeeping missed our room twice. Will be filing a complaint.,negative,2,1,3,2,1
R0991,City Center Hotel,2024-04-27,JP,Leisure,2,Hugely disappointed. the carpets looked stained and old. Will be filing a complaint.,negative,2,2,2,2,1
R0992,City Center Hotel,2025-12-28,KG,Business,5,Can't say enough good things about this place. Great location near public transport and Staff remembered our names which was a nice touch.,positive,4,5,5,4,5
R0993,City Center Hotel,2024-07-06,RO,Leisure,4,"Nice hotel with some issues. Everything was pristine and well-maintained, however hidden charges everywhere.",mixed,5,4,3,3,1
R0994,Grand Resort Hotel,2024-02-18,KE,Business,2,Hugely disappointed. housekeeping missed our room twice. Will be filing a complaint.,negative,2,1,3,2,1
R0995,City Center Hotel,2024-04-18,IN,Business,4,"Everything was perfect - Service was impeccable from check-in to checkout, Best hotel breakfast I've ever had. 10/10.",positive,5,4,5,5,4
R0996,City Center Hotel,2025-05-25,GH,Leisure,5,"One of the best hotels I've stayed at. Perfect location, walking distance to everything. Highly recommend!",positive,5,5,5,5,4
R0997,City Center Hotel,2025-05-03,AD,Leisure,4,Perfect hotel for our vacation. Best deal we found in the area and The breakfast buffet was outstanding with great variety.,positive,5,4,4,5,4
R0998,Grand Resort Hotel,2024-06-30,LK,Couple,3,The cleanliness was great but location was far from the city center. Would still recommend.,mixed,4,4,4,2,3
R0999,Grand Resort Hotel,2025-04-22,ZM,Family,5,One of the best hotels I've stayed at. Housekeeping did an amazing job. Highly recommend!,positive,5,4,4,5,5
R1000,City Center Hotel,2025-04-03,TN,Family,2,Hugely disappointed. staff was rude at the front desk. Will be filing a complaint.,negative,3,1,3,1,1
R1001,City Center Hotel,2024-03-09,MX,Family,5,One of the best hotels I've stayed at. The bathroom was sparkling clean. Highly recommend!,positive,5,4,4,4,4
R1002,City Center Hotel,2025-04-17,GM,Leisure,5,We had an amazing time. Ideal location for both business and leisure. Will definitely come back!,positive,4,4,5,5,4
R1003,City Center Hotel,2025-08-22,KP,Business,3,"Nice hotel with some issues. Beautiful surroundings with ocean view, however breakfast was mediocre and limited options.",mixed,3,4,2,4,4
R1004,City Center Hotel,2024-06-14,BA,Leisure,3,"Overall a good stay, but food quality was poor for a hotel at this price. On the positive side, Beautiful surroundings with ocean view.",mixed,4,4,2,5,4
R1005,Grand Resort Hotel,2024-03-01,SG,Business,4,"Nice hotel with some issues. Affordable luxury at its best, however noisy area with construction nearby.",mixed,4,4,4,2,4
R1006,City Center Hotel,2024-02-03,AZ,Couple,4,Decent stay. The staff was incredibly friendly and helpful but room service took over an hour. Room for improvement.,mixed,3,4,1,4,3
R1007,Grand Resort Hotel,2025-06-23,PL,Leisure,4,The staff was great but the lobby area was dirty. Would still recommend.,mixed,2,5,4,3,3
R1008,Grand Resort Hotel,2024-04-05,VN,Business,2,Below expectations. noisy area with construction nearby. Staff seemed unhelpful.,negative,1,2,1,2,3
R1009,Grand Resort Hotel,2025-07-11,RU,Business,5,We had an amazing time. The bathroom was sparkling clean. Will definitely come back!,positive,5,5,5,5,4
R1010,City Center Hotel,2024-09-22,BG,Couple,5,Can't say enough good things about this place. The chef prepared an incredible dinner and Beautiful surroundings with ocean view.,positive,4,5,4,5,4
R1011,City Center Hotel,2024-09-01,MK,Family,3,"Nice hotel with some issues. Affordable luxury at its best, however the lobby area was dirty.",mixed,2,4,3,3,5
R1012,Grand Resort Hotel,2025-01-15,AF,Leisure,5,"Everything was perfect - Great price for what you get, Staff remembered our names which was a nice touch. 10/10.",positive,4,4,5,5,4
R1013,City Center Hotel,2024-03-31,VE,Business,5,Exceeded our expectations in every way. The location was outstanding.,positive,5,5,4,5,5
R1014,Grand Resort Hotel,2024-09-13,PK,Leisure,5,Exceeded our expectations in every way. The value was outstanding.,positive,4,4,4,4,4
R1015,Grand Resort Hotel,2025-06-05,LS,Leisure,5,Can't say enough good things about this place. Great price for what you get and Beautiful surroundings with ocean view.,positive,4,5,4,5,4
R1016,City Center Hotel,2024-06-02,KG,Solo,1,Below expectations. no one seemed to care about guest satisfaction. Staff seemed indifferent.,negative,2,1,1,2,3
R1017,Grand Resort Hotel,2024-09-28,MH,Family,4,Good but not great. The chef prepared an incredible dinner. The downside was hidden charges everywhere.,mixed,4,3,5,3,2
R1018,Grand Resort Hotel,2025-05-10,CD,Leisure,5,"Everything was perfect - The bathroom was sparkling clean, Worth every penny spent. 10/10.",positive,4,4,5,5,4
R1019,City Center Hotel,2024-05-15,AF,Solo,4,Best hotel experience we've had in years. The concierge gave amazing restaurant recommendations.,positive,5,4,4,5,4
R1020,City Center Hotel,2024-07-21,MG,Couple,5,One of the best hotels I've stayed at. Impeccable cleanliness throughout. Highly recommend!,positive,5,5,5,4,4
R1021,City Center Hotel,2025-02-14,WS,Leisure,2,Worst hotel experience in a long time. room service took over an hour.,negative,3,1,1,1,2
R1022,Grand Resort Hotel,2025-02-24,ER,Family,2,Below expectations. way overpriced for what you get. Staff seemed indifferent.,negative,3,2,2,2,2
R1023,Grand Resort Hotel,2025-06-18,MZ,Leisure,2,Terrible experience. very far from public transportation. the minibar prices were outrageous. Never again.,negative,3,1,1,1,1
R1024,Grand Resort Hotel,2025-05-12,MH,Leisure,5,We had an amazing time. Best deal we found in the area. Will definitely come back!,positive,4,5,5,5,5
R1025,City Center Hotel,2025-03-24,AG,Solo,3,A solid 3-star experience. The concierge gave amazing restaurant recommendations but the lobby area was dirty.,mixed,1,5,4,3,4
R1026,Grand Resort Hotel,2025-10-01,BZ,Family,2,Hugely disappointed. the reception seemed overwhelmed and disorganized. Will be filing a complaint.,negative,1,2,2,1,2
R1027,City Center Hotel,2024-01-30,NR,Family,4,A truly memorable stay. Affordable luxury at its best. We'll be back for sure!,positive,5,4,5,5,5
R1028,Grand Resort Hotel,2025-01-22,RW,Family,4,Exceeded our expectations in every way. The location was outstanding.,positive,5,4,5,5,5
R1029,Grand Resort Hotel,2024-11-02,FJ,Business,2,Worst hotel experience in a long time. waited 20 minutes for someone to help us.,negative,1,2,2,3,2
R1030,City Center Hotel,2025-09-28,BS,Family,1,Very disappointing stay. the room was not clean when we arrived and not worth the price at all.,negative,1,1,1,3,1
R1031,Grand Resort Hotel,2025-06-04,SM,Business,4,Perfect hotel for our vacation. Great price for what you get and Housekeeping did an amazing job.,positive,5,4,4,4,4
R1032,City Center Hotel,2025-07-18,SG,Leisure,4,We had an amazing time. Everything was pristine and well-maintained. Will definitely come back!,positive,4,4,4,4,4
R1033,Grand Resort Hotel,2024-05-20,DE,Couple,2,"Would not recommend. staff was rude at the front desk. For the price we paid, unacceptable.",negative,2,1,3,2,2
R1034,City Center Hotel,2025-07-01,NG,Leisure,4,"Mixed feelings about this hotel. Room service was fast and the food was excellent. Unfortunately, noisy area with construction nearby.",mixed,3,3,4,1,3
R1035,City Center Hotel,2024-08-09,CM,Couple,3,Decent stay. Excellent value for money but the reception seemed overwhelmed and disorganized. Room for improvement.,mixed,3,2,3,4,5
R1036,City Center Hotel,2025-04-29,RU,Couple,5,One of the best hotels I've stayed at. Reception team went above and beyond. Highly recommend!,positive,5,4,4,4,4
R1037,City Center Hotel,2024-08-31,AF,Couple,4,Exceeded our expectations in every way. The location was outstanding.,positive,4,5,4,5,4
R1038,City Center Hotel,2025-11-23,DE,Business,2,Terrible experience. much cheaper options with better quality nearby. room service took over an hour. Never again.,negative,3,3,2,3,1
R1039,Grand Resort Hotel,2025-12-11,KM,Leisure,5,We had an amazing time. Impeccable cleanliness throughout. Will definitely come back!,positive,4,4,4,5,5
R1040,City Center Hotel,2024-07-24,ID,Leisure,4,One of the best hotels I've stayed at. Best deal we found in the area. Highly recommend!,positive,5,5,4,5,4
R1041,City Center Hotel,2024-01-30,GR,Business,3,Decent stay. Housekeeping did an amazing job but very far from public transportation. Room for improvement.,mixed,5,4,4,2,3
R1042,City Center Hotel,2024-12-16,PW,Leisure,1,Terrible experience. housekeeping missed our room twice. much cheaper options with better quality nearby. Never again.,negative,2,2,1,3,1
R1043,City Center Hotel,2024-12-11,MY,Solo,3,Decent stay. The concierge gave amazing restaurant recommendations but difficult to find parking near the hotel. Room for improvement.,mixed,3,5,3,2,4
R1044,Grand Resort Hotel,2024-06-11,MR,Leisure,4,Absolutely wonderful stay! The location was exceptional and the cleanliness exceeded all expectations.,positive,4,4,5,5,4
